player,player_upper,api_id,birthday,season_age,position,position_type,shoots,team,season,session,gp,toi,toi_gp,toi_perc,g,a1,a2,points,isf,iff,icf
Richard Panik,RICHARD.PANIK,8475209,1991-02-07,22.0,R,F,L,T.B,20132014,R,50.0,634.62,12.69,20.75,3.0,5.0,5.0,13.0,56.0,88.0,114.0
Rick Nash,RICK.NASH,8470041,1984-06-16,29.0,L,F,L,NYR,20132014,R,65.0,1106.15,17.02,28.06,26.0,10.0,3.0,39.0,258.0,333.0,415.0
Rickard Rakell,RICKARD.RAKELL,8476483,1993-05-05,20.0,R,F,R,ANA,20132014,R,18.0,210.97,11.72,19.17,0.0,3.0,1.0,4.0,22.0,40.0,54.0
Riley Nash,RILEY.NASH,8474062,1989-05-09,24.0,C,F,R,CAR,20132014,R,73.0,924.87,12.67,20.87,10.0,7.0,7.0,24.0,86.0,118.0,146.0
Riley Sheahan,RILEY.SHEAHAN,8475772,1991-12-07,21.0,C,F,L,DET,20132014,R,42.0,606.88,14.45,23.57,9.0,13.0,2.0,24.0,59.0,86.0,106.0
Rob Klinkhammer,ROB.KLINKHAMMER,8473970,1986-08-12,27.0,C,F,L,ARI,20132014,R,72.0,818.47,11.37,18.58,11.0,6.0,3.0,20.0,103.0,146.0,175.0
Rob Scuderi,ROB.SCUDERI,8467452,1978-12-30,34.0,D,D,L,PIT,20132014,R,53.0,1002.85,18.92,31.03,0.0,4.0,0.0,4.0,28.0,33.0,50.0
Robert Bortuzzo,ROBERT.BORTUZZO,8474145,1989-03-18,24.0,D,D,R,PIT,20132014,R,54.0,835.85,15.48,25.5,0.0,5.0,5.0,10.0,50.0,74.0,103.0
Robyn Regehr,ROBYN.REGEHR,8467344,1980-04-19,33.0,D,D,L,L.A,20132014,R,79.0,1497.63,18.96,31.09,3.0,5.0,6.0,14.0,73.0,106.0,161.0
Roman Horak,ROMAN.HORAK,8475264,1991-05-21,22.0,L,F,L,CGY,20132014,R,1.0,4.07,4.07,6.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Roman Horak,ROMAN.HORAK,8475264,1991-05-21,22.0,L,F,L,EDM,20132014,R,2.0,24.18,12.09,19.36,1.0,0.0,0.0,1.0,2.0,2.0,2.0
Roman Josi,ROMAN.JOSI,8474600,1990-06-01,23.0,D,D,L,NSH,20132014,R,72.0,1901.07,26.4,43.4,13.0,16.0,11.0,40.0,168.0,219.0,300.0
Roman Polak,ROMAN.POLAK,8471392,1986-04-28,27.0,D,D,R,STL,20132014,R,72.0,1248.28,17.34,28.45,4.0,3.0,6.0,13.0,83.0,121.0,161.0
Ron Hainsey,RON.HAINSEY,8468493,1981-03-24,32.0,D,D,L,CAR,20132014,R,82.0,1758.0,21.44,35.31,4.0,5.0,6.0,15.0,72.0,107.0,170.0
Rostislav Klesla,ROSTISLAV.KLESLA,8468484,1982-03-21,31.0,D,D,L,ARI,20132014,R,25.0,387.67,15.51,25.19,1.0,1.0,2.0,4.0,22.0,29.0,47.0
Rostislav Olesz,ROSTISLAV.OLESZ,8471220,1985-10-10,27.0,L,F,L,N.J,20132014,R,10.0,114.2,11.42,18.8,0.0,1.0,1.0,2.0,9.0,11.0,13.0
Ryan Callahan,RYAN.CALLAHAN,8471339,1985-03-21,28.0,R,F,R,NYR,20132014,R,45.0,807.68,17.95,29.79,11.0,11.0,3.0,25.0,109.0,164.0,211.0
Ryan Callahan,RYAN.CALLAHAN,8471339,1985-03-21,28.0,R,F,R,T.B,20132014,R,20.0,404.47,20.22,32.93,6.0,1.0,4.0,11.0,54.0,81.0,93.0
Ryan Carter,RYAN.CARTER,8473646,1983-08-03,30.0,C,F,L,N.J,20132014,R,62.0,702.38,11.33,18.5,7.0,2.0,1.0,10.0,69.0,98.0,117.0
Ryan Craig,RYAN.CRAIG,8470065,1982-01-06,31.0,C,F,L,CBJ,20132014,R,6.0,42.13,7.02,11.54,0.0,0.0,0.0,0.0,4.0,4.0,5.0
Ryan Ellis,RYAN.ELLIS,8475176,1991-01-03,22.0,D,D,R,NSH,20132014,R,80.0,1285.38,16.07,26.39,6.0,9.0,12.0,27.0,123.0,161.0,233.0
Ryan Garbutt,RYAN.GARBUTT,8476116,1985-08-12,28.0,C,F,L,DAL,20132014,R,75.0,979.83,13.06,21.52,17.0,9.0,6.0,32.0,165.0,233.0,291.0
Ryan Getzlaf,RYAN.GETZLAF,8470612,1985-05-10,28.0,C,F,R,ANA,20132014,R,77.0,1639.12,21.29,34.95,31.0,36.0,21.0,88.0,204.0,287.0,373.0
Ryan Hamilton,RYAN.HAMILTON,8472424,1985-04-15,28.0,L,F,L,EDM,20132014,R,2.0,20.05,10.03,16.04,0.0,0.0,0.0,0.0,0.0,4.0,4.0
Ryan Johansen,RYAN.JOHANSEN,8475793,1992-07-31,21.0,C,F,R,CBJ,20132014,R,82.0,1447.02,17.65,29.08,33.0,18.0,12.0,63.0,237.0,319.0,391.0
Ryan Jones,RYAN.JONES,8471323,1984-06-14,29.0,L,F,L,EDM,20132014,R,52.0,511.73,9.84,16.21,2.0,2.0,2.0,6.0,59.0,79.0,106.0
Ryan Kesler,RYAN.KESLER,8470616,1984-08-31,29.0,C,F,R,VAN,20132014,R,77.0,1679.78,21.82,35.72,25.0,8.0,10.0,43.0,239.0,331.0,406.0
Ryan Malone,RYAN.MALONE,8467988,1979-12-01,33.0,L,F,L,T.B,20132014,R,57.0,671.45,11.78,19.32,5.0,6.0,4.0,15.0,95.0,119.0,140.0
Ryan McDonagh,RYAN.MCDONAGH,8474151,1989-06-13,24.0,D,D,L,NYR,20132014,R,77.0,1910.15,24.81,40.99,14.0,10.0,19.0,43.0,177.0,227.0,315.0
Ryan Murphy,RYAN.MURPHY,8476465,1993-03-31,20.0,D,D,R,CAR,20132014,R,48.0,877.53,18.28,30.1,2.0,8.0,2.0,12.0,81.0,115.0,182.0
Ryan Murray,RYAN.MURRAY,8476850,1993-09-27,19.0,D,D,L,CBJ,20132014,R,66.0,1311.47,19.87,32.79,4.0,8.0,9.0,21.0,62.0,91.0,138.0
Ryan Nugent-Hopkins,RYAN.NUGENT-HOPKINS,8476454,1993-04-12,20.0,C,F,L,EDM,20132014,R,80.0,1631.37,20.39,33.55,19.0,23.0,14.0,56.0,178.0,235.0,307.0
Ryan O'Reilly,RYAN.O'REILLY,8475158,1991-02-07,22.0,C,F,L,COL,20132014,R,80.0,1585.5,19.82,32.49,28.0,16.0,20.0,64.0,201.0,251.0,320.0
Ryan Reaves,RYAN.REAVES,8471817,1987-01-20,26.0,R,F,R,STL,20132014,R,63.0,536.92,8.52,13.97,2.0,4.0,2.0,8.0,25.0,47.0,61.0
Ryan Smyth,RYAN.SMYTH,8460496,1976-02-21,37.0,L,F,L,EDM,20132014,R,72.0,1110.53,15.42,25.41,10.0,6.0,7.0,23.0,129.0,175.0,202.0
Ryan Spooner,RYAN.SPOONER,8475727,1992-01-30,21.0,C,F,L,BOS,20132014,R,23.0,294.63,12.81,21.11,0.0,4.0,7.0,11.0,42.0,54.0,64.0
Ryan Sproul,RYAN.SPROUL,8476450,1993-01-13,20.0,D,D,R,DET,20132014,R,1.0,18.42,18.42,30.69,0.0,0.0,0.0,0.0,3.0,4.0,6.0
Ryan Stanton,RYAN.STANTON,8475598,1989-07-20,24.0,D,D,L,VAN,20132014,R,64.0,941.57,14.71,24.12,1.0,5.0,10.0,16.0,65.0,95.0,147.0
Ryan Stoa,RYAN.STOA,8471708,1987-04-13,26.0,C,F,L,WSH,20132014,R,3.0,27.25,9.08,15.14,0.0,0.0,0.0,0.0,2.0,3.0,4.0
Ryan Strome,RYAN.STROME,8476458,1993-07-11,20.0,C,F,R,NYI,20132014,R,37.0,562.0,15.19,24.84,7.0,5.0,6.0,18.0,89.0,109.0,137.0
Ryan Suter,RYAN.SUTER,8470600,1985-01-21,28.0,D,D,L,MIN,20132014,R,82.0,2411.95,29.41,48.05,8.0,12.0,23.0,43.0,150.0,221.0,342.0
Ryan White,RYAN.WHITE,8473466,1988-03-17,25.0,C,F,R,MTL,20132014,R,52.0,503.72,9.69,15.91,2.0,2.0,2.0,6.0,51.0,60.0,80.0
Ryan Whitney,RYAN.WHITNEY,8470309,1983-02-19,30.0,D,D,L,FLA,20132014,R,7.0,117.23,16.75,27.46,0.0,0.0,0.0,0.0,8.0,10.0,16.0
Ryan Wilson,RYAN.WILSON,8473700,1987-02-03,26.0,D,D,L,COL,20132014,R,28.0,410.67,14.67,24.09,0.0,2.0,4.0,6.0,23.0,28.0,49.0
Ryane Clowe,RYANE.CLOWE,8469622,1982-09-30,30.0,L,F,L,N.J,20132014,R,43.0,693.57,16.13,26.36,7.0,14.0,5.0,26.0,74.0,93.0,110.0
Saku Koivu,SAKU.KOIVU,8459442,1974-11-23,38.0,C,F,L,ANA,20132014,R,65.0,978.15,15.05,24.77,11.0,8.0,10.0,29.0,81.0,105.0,129.0
Sam Gagner,SAM.GAGNER,8474040,1989-08-10,24.0,C,F,R,EDM,20132014,R,67.0,1231.23,18.38,30.29,10.0,16.0,11.0,37.0,143.0,202.0,252.0
Sami Salo,SAMI.SALO,8465202,1974-09-02,39.0,D,D,R,T.B,20132014,R,71.0,1291.5,18.19,29.74,4.0,6.0,7.0,17.0,81.0,128.0,179.0
Sami Vatanen,SAMI.VATANEN,8475222,1991-06-03,22.0,D,D,R,ANA,20132014,R,48.0,837.67,17.45,28.67,6.0,9.0,6.0,21.0,73.0,112.0,166.0
Scott Gomez,SCOTT.GOMEZ,8467351,1979-12-23,33.0,C,F,L,FLA,20132014,R,46.0,604.07,13.13,21.57,2.0,4.0,6.0,12.0,56.0,71.0,88.0
Scott Hannan,SCOTT.HANNAN,8466158,1979-01-23,34.0,D,D,L,S.J,20132014,R,56.0,995.18,17.77,29.08,3.0,4.0,5.0,12.0,52.0,78.0,105.0
Scott Hartnell,SCOTT.HARTNELL,8468486,1982-04-18,31.0,L,F,L,PHI,20132014,R,78.0,1316.62,16.88,27.71,20.0,19.0,13.0,52.0,207.0,296.0,354.0
Scott Mayfield,SCOTT.MAYFIELD,8476429,1992-10-14,20.0,D,D,R,NYI,20132014,R,5.0,86.83,17.37,28.01,0.0,0.0,0.0,0.0,7.0,8.0,13.0
Scottie Upshall,SCOTTIE.UPSHALL,8470105,1983-10-07,29.0,R,F,L,FLA,20132014,R,76.0,1210.07,15.92,26.12,15.0,16.0,6.0,37.0,161.0,210.0,280.0
Sean Bergenheim,SEAN.BERGENHEIM,8470176,1984-02-08,29.0,L,F,L,FLA,20132014,R,62.0,1023.35,16.51,27.13,16.0,10.0,3.0,29.0,190.0,265.0,310.0
Sean Collins (C),SEAN.COLLINS2,8474744,1988-12-29,24.0,C,F,L,CBJ,20132014,R,6.0,49.05,8.17,13.38,0.0,0.0,1.0,1.0,6.0,6.0,7.0
Sean Couturier,SEAN.COUTURIER,8476461,1992-12-07,20.0,C,F,L,PHI,20132014,R,82.0,1565.12,19.09,31.35,13.0,16.0,10.0,39.0,165.0,224.0,279.0
Sean Monahan,SEAN.MONAHAN,8477497,1994-10-12,18.0,C,F,L,CGY,20132014,R,75.0,1198.35,15.98,26.24,22.0,8.0,4.0,34.0,140.0,184.0,250.0
Sergei Gonchar,SERGEI.GONCHAR,8458951,1974-04-13,39.0,D,D,L,DAL,20132014,R,76.0,1338.37,17.61,28.93,2.0,8.0,12.0,22.0,89.0,129.0,210.0
Seth Jones,SETH.JONES,8477495,1994-10-03,18.0,D,D,R,NSH,20132014,R,77.0,1510.32,19.61,32.27,6.0,6.0,13.0,25.0,100.0,151.0,225.0
Shane Doan,SHANE.DOAN,8462038,1976-10-10,36.0,R,F,R,ARI,20132014,R,69.0,1306.9,18.94,31.04,23.0,16.0,8.0,47.0,167.0,248.0,318.0
Shane O'Brien,SHANE.O'BRIEN,8470839,1983-08-09,30.0,D,D,L,CGY,20132014,R,45.0,506.73,11.26,18.41,0.0,1.0,2.0,3.0,16.0,30.0,57.0
Shawn Horcoff,SHAWN.HORCOFF,8467423,1978-09-17,34.0,C,F,L,DAL,20132014,R,77.0,990.1,12.86,21.13,7.0,11.0,2.0,20.0,69.0,86.0,111.0
Shawn Matthias,SHAWN.MATTHIAS,8473574,1988-02-19,25.0,C,F,L,FLA,20132014,R,59.0,721.57,12.23,20.03,9.0,4.0,3.0,16.0,88.0,115.0,146.0
Shawn Matthias,SHAWN.MATTHIAS,8473574,1988-02-19,25.0,C,F,L,VAN,20132014,R,18.0,280.42,15.58,25.7,3.0,0.0,4.0,7.0,39.0,47.0,54.0
Shawn Thornton,SHAWN.THORNTON,8465978,1977-07-23,36.0,L,F,R,BOS,20132014,R,64.0,562.8,8.79,14.44,5.0,2.0,1.0,8.0,93.0,127.0,150.0
Shea Weber,SHEA.WEBER,8470642,1985-08-14,28.0,D,D,R,NSH,20132014,R,79.0,2123.5,26.88,44.19,23.0,10.0,23.0,56.0,195.0,303.0,401.0
Sheldon Brookbank,SHELDON.BROOKBANK,8469992,1980-10-03,32.0,D,D,R,CHI,20132014,R,48.0,618.62,12.89,21.13,2.0,5.0,0.0,7.0,43.0,64.0,95.0
Sidney Crosby,SIDNEY.CROSBY,8471675,1987-08-07,26.0,C,F,L,PIT,20132014,R,80.0,1757.78,21.97,36.19,36.0,34.0,34.0,104.0,259.0,344.0,421.0
Simon Despres,SIMON.DESPRES,8475155,1991-07-27,22.0,D,D,L,PIT,20132014,R,34.0,569.23,16.74,27.35,0.0,2.0,3.0,5.0,41.0,53.0,83.0
Simon Moser,SIMON.MOSER,8477666,1989-03-10,24.0,C,F,L,NSH,20132014,R,6.0,60.78,10.13,16.55,1.0,1.0,0.0,2.0,7.0,9.0,11.0
Slava Voynov,SLAVA.VOYNOV,8474594,1990-01-15,23.0,D,D,R,L.A,20132014,R,82.0,1828.5,22.3,36.56,4.0,20.0,10.0,34.0,143.0,228.0,343.0
Spencer Abbott,SPENCER.ABBOTT,8476805,1988-04-30,25.0,L,F,R,TOR,20132014,R,1.0,5.27,5.27,8.1,0.0,0.0,0.0,0.0,2.0,2.0,2.0
Stefan Elliott,STEFAN.ELLIOTT,8475206,1991-01-30,22.0,D,D,R,COL,20132014,R,1.0,16.85,16.85,27.38,1.0,0.0,0.0,1.0,1.0,1.0,2.0
Stephane Da Costa,STEPHANE.DA COSTA,8476205,1989-07-11,24.0,C,F,R,OTT,20132014,R,12.0,124.92,10.41,17.06,3.0,1.0,0.0,4.0,20.0,29.0,46.0
Stephane Robidas,STEPHANE.ROBIDAS,8462196,1977-03-03,36.0,D,D,R,ANA,20132014,R,14.0,288.63,20.62,33.93,1.0,2.0,2.0,5.0,21.0,29.0,42.0
Stephane Robidas,STEPHANE.ROBIDAS,8462196,1977-03-03,36.0,D,D,R,DAL,20132014,R,24.0,477.98,19.92,32.44,4.0,0.0,1.0,5.0,35.0,56.0,80.0
Stephane Veilleux,STEPHANE.VEILLEUX,8469542,1981-11-16,31.0,L,F,L,MIN,20132014,R,34.0,286.82,8.44,13.87,3.0,0.0,0.0,3.0,26.0,32.0,43.0
Stephen Gionta,STEPHEN.GIONTA,8472410,1983-10-09,29.0,R,F,R,N.J,20132014,R,66.0,822.43,12.46,20.36,4.0,4.0,3.0,11.0,89.0,114.0,137.0
Stephen Weiss,STEPHEN.WEISS,8469457,1983-04-03,30.0,C,F,L,DET,20132014,R,26.0,383.75,14.76,24.25,2.0,1.0,1.0,4.0,28.0,32.0,37.0
Steve Bernier,STEVE.BERNIER,8470609,1985-03-31,28.0,R,F,R,N.J,20132014,R,78.0,970.88,12.45,20.36,3.0,4.0,5.0,12.0,104.0,139.0,161.0
Steve Downie,STEVE.DOWNIE,8471703,1987-04-03,26.0,R,F,R,COL,20132014,R,11.0,183.78,16.71,27.85,1.0,4.0,2.0,7.0,26.0,37.0,48.0
Steve Downie,STEVE.DOWNIE,8471703,1987-04-03,26.0,R,F,R,PHI,20132014,R,51.0,690.47,13.54,22.21,3.0,8.0,6.0,17.0,62.0,84.0,111.0
Steve Oleksy,STEVE.OLEKSY,8476162,1986-02-04,27.0,D,D,R,WSH,20132014,R,33.0,503.73,15.26,24.83,2.0,5.0,3.0,10.0,27.0,38.0,61.0
Steve Ott,STEVE.OTT,8468505,1982-08-19,31.0,C,F,L,BUF,20132014,R,59.0,1162.38,19.7,32.26,9.0,10.0,1.0,20.0,99.0,125.0,155.0
Steve Ott,STEVE.OTT,8468505,1982-08-19,31.0,C,F,L,STL,20132014,R,23.0,332.45,14.45,23.85,0.0,3.0,0.0,3.0,28.0,37.0,44.0
Steven Pinizzotto,STEVEN.PINIZZOTTO,8473911,1984-04-26,29.0,R,F,R,EDM,20132014,R,6.0,57.87,9.64,15.85,0.0,1.0,1.0,2.0,2.0,4.0,5.0
Steven Stamkos,STEVEN.STAMKOS,8474564,1990-02-07,23.0,C,F,R,T.B,20132014,R,37.0,749.17,20.25,33.07,25.0,11.0,4.0,40.0,124.0,182.0,232.0
Sven Baertschi,SVEN.BAERTSCHI,8476466,1992-10-05,20.0,L,F,L,CGY,20132014,R,26.0,366.9,14.11,23.12,2.0,4.0,5.0,11.0,30.0,40.0,56.0
T.J. Galiardi,T.J..GALIARDI,8474001,1988-04-22,25.0,L,F,L,CGY,20132014,R,62.0,905.85,14.61,24.0,4.0,9.0,4.0,17.0,100.0,149.0,182.0
T.J. Oshie,T.J..OSHIE,8471698,1986-12-23,26.0,C,F,R,STL,20132014,R,79.0,1499.75,18.98,31.1,21.0,26.0,13.0,60.0,152.0,216.0,272.0
Tanner Glass,TANNER.GLASS,8470854,1983-11-29,29.0,L,F,L,PIT,20132014,R,67.0,789.62,11.79,19.39,4.0,5.0,4.0,13.0,56.0,72.0,94.0
Tanner Pearson,TANNER.PEARSON,8476871,1992-08-10,21.0,L,F,L,L.A,20132014,R,25.0,270.22,10.81,17.78,3.0,2.0,2.0,7.0,31.0,51.0,62.0
Taylor Beck,TAYLOR.BECK,8475192,1991-05-13,22.0,L,F,R,NSH,20132014,R,7.0,89.88,12.84,20.96,0.0,0.0,0.0,0.0,9.0,13.0,15.0
Taylor Fedun,TAYLOR.FEDUN,8476166,1988-06-04,25.0,D,D,R,EDM,20132014,R,4.0,48.83,12.21,20.19,2.0,0.0,0.0,2.0,6.0,8.0,10.0
Taylor Hall,TAYLOR.HALL,8475791,1991-11-14,21.0,L,F,L,EDM,20132014,R,75.0,1500.32,20.0,32.94,27.0,25.0,28.0,80.0,250.0,327.0,427.0
Taylor Pyatt,TAYLOR.PYATT,8467881,1981-08-19,32.0,L,F,L,NYR,20132014,R,22.0,278.45,12.66,21.0,0.0,1.0,0.0,1.0,22.0,33.0,38.0
Taylor Pyatt,TAYLOR.PYATT,8467881,1981-08-19,32.0,L,F,L,PIT,20132014,R,34.0,369.83,10.88,17.83,4.0,0.0,0.0,4.0,30.0,44.0,56.0
Teddy Purcell,TEDDY.PURCELL,8473962,1985-09-08,28.0,R,F,R,T.B,20132014,R,81.0,1333.78,16.47,26.93,12.0,20.0,10.0,42.0,157.0,223.0,276.0
Teemu Pulkkinen,TEEMU.PULKKINEN,8475800,1992-01-02,21.0,L,F,R,DET,20132014,R,3.0,22.4,7.47,11.79,0.0,0.0,0.0,0.0,4.0,4.0,8.0
Teemu Selanne,TEEMU.SELANNE,8457981,1970-07-03,43.0,R,F,R,ANA,20132014,R,64.0,904.08,14.13,23.26,10.0,10.0,8.0,28.0,112.0,159.0,195.0
Teuvo Teravainen,TEUVO.TERAVAINEN,8476882,1994-09-11,19.0,L,F,L,CHI,20132014,R,3.0,42.28,14.09,23.49,0.0,0.0,0.0,0.0,4.0,5.0,7.0
Thomas Hickey,THOMAS.HICKEY,8474066,1989-02-08,24.0,D,D,L,NYI,20132014,R,82.0,1547.27,18.87,30.85,4.0,8.0,10.0,22.0,96.0,151.0,226.0
Thomas Vanek,THOMAS.VANEK,8470598,1984-01-19,29.0,L,F,R,BUF,20132014,R,13.0,241.93,18.61,30.75,4.0,3.0,2.0,9.0,50.0,59.0,67.0
Thomas Vanek,THOMAS.VANEK,8470598,1984-01-19,29.0,L,F,R,MTL,20132014,R,18.0,327.3,18.18,30.05,6.0,4.0,5.0,15.0,61.0,80.0,107.0
Thomas Vanek,THOMAS.VANEK,8470598,1984-01-19,29.0,L,F,R,NYI,20132014,R,47.0,939.55,19.99,32.82,17.0,19.0,8.0,44.0,137.0,189.0,250.0
Tim Erixon,TIM.ERIXON,8475148,1991-02-24,22.0,D,D,L,CBJ,20132014,R,2.0,28.68,14.34,23.9,0.0,0.0,0.0,0.0,1.0,2.0,4.0
Tim Gleason,TIM.GLEASON,8469476,1983-01-29,30.0,D,D,L,CAR,20132014,R,17.0,270.0,15.88,26.18,0.0,0.0,1.0,1.0,15.0,19.0,28.0
Tim Gleason,TIM.GLEASON,8469476,1983-01-29,30.0,D,D,L,TOR,20132014,R,39.0,661.2,16.95,27.96,1.0,1.0,3.0,5.0,28.0,32.0,52.0
Tim Jackman,TIM.JACKMAN,8469490,1981-11-14,31.0,R,F,R,ANA,20132014,R,26.0,191.83,7.38,12.08,3.0,0.0,1.0,4.0,37.0,43.0,52.0
Tim Jackman,TIM.JACKMAN,8469490,1981-11-14,31.0,R,F,R,CGY,20132014,R,10.0,63.83,6.38,10.61,1.0,0.0,0.0,1.0,9.0,11.0,13.0
Tim Kennedy,TIM.KENNEDY,8471842,1986-04-30,27.0,L,F,L,ARI,20132014,R,37.0,435.0,11.76,19.32,2.0,4.0,2.0,8.0,42.0,52.0,63.0
Tim Sestito,TIM.SESTITO,8471636,1984-08-28,29.0,C,F,L,N.J,20132014,R,16.0,145.55,9.1,14.83,0.0,2.0,1.0,3.0,13.0,16.0,19.0
Tj Brodie,TJ.BRODIE,8474673,1990-06-07,23.0,D,D,L,CGY,20132014,R,81.0,1949.1,24.06,39.5,4.0,11.0,16.0,31.0,104.0,166.0,255.0
Tobias Enstrom,TOBIAS.ENSTROM,8470828,1984-11-05,28.0,D,D,L,WPG,20132014,R,82.0,1959.67,23.9,39.09,10.0,7.0,13.0,30.0,106.0,154.0,225.0
Todd Bertuzzi,TODD.BERTUZZI,8459444,1975-02-02,38.0,R,F,L,DET,20132014,R,59.0,864.53,14.65,23.84,9.0,4.0,3.0,16.0,100.0,132.0,153.0
Tom Gilbert,TOM.GILBERT,8470104,1983-01-10,30.0,D,D,R,FLA,20132014,R,73.0,1557.28,21.33,34.94,3.0,13.0,12.0,28.0,93.0,147.0,215.0
Tom Pyatt,TOM.PYATT,8471768,1987-02-14,26.0,C,F,L,T.B,20132014,R,27.0,309.47,11.46,18.75,3.0,2.0,2.0,7.0,27.0,40.0,49.0
Tom Sestito,TOM.SESTITO,8473542,1987-09-28,25.0,L,F,L,VAN,20132014,R,77.0,497.2,6.46,10.56,5.0,1.0,3.0,9.0,31.0,41.0,45.0
Tom Wilson,TOM.WILSON,8476880,1994-03-29,19.0,R,F,R,WSH,20132014,R,82.0,650.73,7.94,12.92,3.0,4.0,3.0,10.0,63.0,82.0,97.0
Tomas Fleischmann,TOMAS.FLEISCHMANN,8470039,1984-05-16,29.0,L,F,L,FLA,20132014,R,80.0,1369.65,17.12,28.11,8.0,14.0,6.0,28.0,188.0,261.0,360.0
Tomas Hertl,TOMAS.HERTL,8476881,1993-11-12,19.0,C,F,L,S.J,20132014,R,37.0,567.15,15.33,25.02,15.0,5.0,5.0,25.0,98.0,133.0,166.0
Tomas Jurco,TOMAS.JURCO,8476430,1992-12-28,20.0,R,F,L,DET,20132014,R,36.0,484.75,13.47,22.01,8.0,4.0,3.0,15.0,77.0,106.0,129.0
Tomas Kopecky,TOMAS.KOPECKY,8468518,1982-02-05,31.0,R,F,L,FLA,20132014,R,49.0,778.4,15.89,25.97,4.0,6.0,2.0,12.0,95.0,125.0,151.0
Tomas Plekanec,TOMAS.PLEKANEC,8469521,1982-10-31,30.0,C,F,L,MTL,20132014,R,81.0,1601.15,19.77,32.47,20.0,13.0,10.0,43.0,199.0,290.0,373.0
Tomas Tatar,TOMAS.TATAR,8475193,1990-12-01,22.0,C,F,L,DET,20132014,R,73.0,1047.52,14.35,23.37,19.0,12.0,8.0,39.0,158.0,214.0,279.0
Tommy Wingels,TOMMY.WINGELS,8474739,1988-04-12,25.0,C,F,R,S.J,20132014,R,77.0,1240.2,16.11,26.3,16.0,10.0,12.0,38.0,163.0,225.0,277.0
Torey Krug,TOREY.KRUG,8476792,1991-04-12,22.0,D,D,L,BOS,20132014,R,79.0,1383.28,17.51,28.86,14.0,10.0,16.0,40.0,183.0,246.0,390.0
Torrey Mitchell,TORREY.MITCHELL,8471338,1985-01-30,28.0,C,F,R,BUF,20132014,R,9.0,140.87,15.65,25.85,1.0,0.0,0.0,1.0,9.0,10.0,13.0
Torrey Mitchell,TORREY.MITCHELL,8471338,1985-01-30,28.0,C,F,R,MIN,20132014,R,58.0,587.75,10.13,16.59,1.0,5.0,3.0,9.0,47.0,60.0,84.0
Travis Hamonic,TRAVIS.HAMONIC,8474612,1990-08-16,23.0,D,D,R,NYI,20132014,R,69.0,1726.13,25.02,40.89,3.0,7.0,8.0,18.0,134.0,192.0,308.0
Travis Moen,TRAVIS.MOEN,8468635,1982-04-06,31.0,L,F,L,MTL,20132014,R,65.0,749.43,11.53,18.91,2.0,5.0,5.0,12.0,56.0,85.0,103.0
Travis Morin,TRAVIS.MORIN,8471474,1984-01-09,29.0,C,F,L,DAL,20132014,R,4.0,41.32,10.33,16.86,0.0,0.0,1.0,1.0,4.0,5.0,5.0
Travis Zajac,TRAVIS.ZAJAC,8471233,1985-05-13,28.0,C,F,R,N.J,20132014,R,80.0,1624.83,20.31,33.2,18.0,17.0,13.0,48.0,166.0,217.0,280.0
Trevor Daley,TREVOR.DALEY,8470110,1983-10-09,29.0,D,D,L,DAL,20132014,R,67.0,1416.67,21.14,34.71,9.0,9.0,7.0,25.0,107.0,163.0,232.0
Trevor Lewis,TREVOR.LEWIS,8473453,1987-01-08,26.0,C,F,R,L.A,20132014,R,73.0,967.78,13.26,21.76,6.0,3.0,2.0,11.0,111.0,168.0,201.0
Trevor Smith,TREVOR.SMITH,8473942,1985-02-08,28.0,C,F,L,TOR,20132014,R,28.0,290.42,10.37,17.12,4.0,3.0,2.0,9.0,24.0,34.0,42.0
Troy Bodie,TROY.BODIE,8470867,1985-01-25,28.0,R,F,R,TOR,20132014,R,47.0,405.75,8.63,14.21,3.0,3.0,4.0,10.0,50.0,70.0,83.0
Troy Brouwer,TROY.BROUWER,8471426,1985-08-17,28.0,R,F,R,WSH,20132014,R,82.0,1545.57,18.85,30.68,25.0,7.0,11.0,43.0,161.0,250.0,315.0
Tuomo Ruutu,TUOMO.RUUTU,8469462,1983-02-16,30.0,R,F,L,CAR,20132014,R,57.0,812.0,14.25,23.48,5.0,4.0,7.0,16.0,79.0,125.0,165.0
Tuomo Ruutu,TUOMO.RUUTU,8469462,1983-02-16,30.0,R,F,L,N.J,20132014,R,19.0,294.98,15.53,25.28,3.0,2.0,3.0,8.0,26.0,35.0,42.0
Ty Rattie,TY.RATTIE,8476427,1993-02-05,20.0,R,F,R,STL,20132014,R,2.0,22.1,11.05,18.42,0.0,0.0,0.0,0.0,4.0,6.0,6.0
Tye McGinn,TYE.MCGINN,8475775,1990-07-29,23.0,L,F,L,PHI,20132014,R,18.0,201.23,11.18,18.3,4.0,1.0,0.0,5.0,16.0,24.0,32.0
Tyler Bozak,TYLER.BOZAK,8475098,1986-03-19,27.0,C,F,R,TOR,20132014,R,58.0,1214.95,20.95,34.49,19.0,19.0,11.0,49.0,90.0,124.0,159.0
Tyler Ennis,TYLER.ENNIS,8474589,1989-10-06,23.0,C,F,L,BUF,20132014,R,80.0,1508.17,18.85,30.94,21.0,12.0,10.0,43.0,210.0,270.0,347.0
