,player,player_upper,api_id,birthday,season_age,position,position_type,shoots,team,season,session,gp,toi,toi_gp,toi_perc,g,a1,a2,points,isf,iff,icf
7905,Evgeny Medvedev,EVGENY.MEDVEDEV,8478563,1982-08-27,33.0,D,D,L,PHI,20152016,R,45.0,79.9,1.78,31.53,2.0,2.0,1.0,5.0,15.0,23.0,38.0
7906,Fedor Tyutin,FEDOR.TYUTIN,8469492,1983-07-19,32.0,D,D,L,CBJ,20152016,R,59.0,4.73,0.08,1.55,0.0,0.0,0.0,0.0,0.0,0.0,1.0
7907,Filip Forsberg,FILIP.FORSBERG,8476887,1994-08-13,21.0,L,F,R,NSH,20152016,R,82.0,215.77,2.63,50.34,7.0,2.0,13.0,22.0,51.0,73.0,97.0
7908,Francois Beauchemin,FRANCOIS.BEAUCHEMIN,8467400,1980-06-04,35.0,D,D,L,COL,20152016,R,80.0,170.9,2.14,39.81,2.0,3.0,6.0,11.0,24.0,36.0,52.0
7909,Frank Corrado,FRANK.CORRADO,8476302,1993-03-26,22.0,D,D,R,TOR,20152016,R,38.0,20.25,0.53,9.4,0.0,1.0,0.0,1.0,10.0,12.0,18.0
7910,Frank Vatrano,FRANK.VATRANO,8478366,1994-03-14,21.0,C,F,L,BOS,20152016,R,38.0,7.73,0.2,4.81,0.0,0.0,0.0,0.0,0.0,1.0,2.0
7911,Frans Nielsen,FRANS.NIELSEN,8470144,1984-04-24,31.0,C,F,L,NYI,20152016,R,78.0,217.97,2.79,59.0,7.0,4.0,9.0,20.0,26.0,46.0,59.0
7912,Freddie Hamilton,FREDDIE.HAMILTON,8475878,1992-01-01,23.0,C,F,R,CGY,20152016,R,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7913,Frederik Gauthier,FREDERIK.GAUTHIER,8477512,1995-04-26,20.0,C,F,L,TOR,20152016,R,7.0,0.32,0.05,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7914,Fredrik Claesson,FREDRIK.CLAESSON,8476368,1992-11-24,22.0,D,D,L,OTT,20152016,R,15.0,1.32,0.09,2.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7915,Gabriel Bourque,GABRIEL.BOURQUE,8475268,1990-09-23,24.0,L,F,L,NSH,20152016,R,22.0,5.73,0.26,4.49,0.0,0.0,0.0,0.0,3.0,3.0,3.0
7916,Gabriel Landeskog,GABRIEL.LANDESKOG,8476455,1992-11-23,22.0,L,F,L,COL,20152016,R,73.0,203.48,2.79,52.06,3.0,5.0,4.0,12.0,24.0,33.0,40.0
7917,Garnet Hathaway,GARNET.HATHAWAY,8477903,1991-11-23,23.0,R,F,R,CGY,20152016,R,14.0,1.35,0.1,1.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7918,Garrett Wilson,GARRETT.WILSON,8475253,1991-03-16,24.0,L,F,L,FLA,20152016,R,28.0,3.62,0.13,2.28,0.0,0.0,0.0,0.0,1.0,1.0,1.0
7919,Greg McKegg,GREG.MCKEGG,8475735,1992-06-17,23.0,C,F,L,FLA,20152016,R,14.0,1.22,0.09,1.49,0.0,0.0,0.0,0.0,1.0,1.0,1.0
7920,Greg Pateryn,GREG.PATERYN,8474688,1990-06-20,25.0,D,D,R,MTL,20152016,R,35.0,9.12,0.26,5.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
7921,Gregory Campbell,GREGORY.CAMPBELL,8470169,1983-12-17,31.0,C,F,L,CBJ,20152016,R,80.0,3.22,0.04,0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7922,Griffin Reinhart,GRIFFIN.REINHART,8476852,1994-01-24,21.0,D,D,L,EDM,20152016,R,29.0,2.7,0.09,1.79,0.0,0.0,0.0,0.0,0.0,1.0,2.0
7923,Gustav Nyquist,GUSTAV.NYQUIST,8474679,1989-09-01,26.0,C,F,L,DET,20152016,R,82.0,217.18,2.65,50.92,7.0,2.0,3.0,12.0,30.0,41.0,50.0
7924,Gustav Olofsson,GUSTAV.OLOFSSON,8477467,1994-12-01,20.0,D,D,L,MIN,20152016,R,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7925,Hampus Lindholm,HAMPUS.LINDHOLM,8476854,1994-01-20,21.0,D,D,L,ANA,20152016,R,77.0,160.35,2.08,40.73,4.0,4.0,6.0,14.0,44.0,62.0,88.0
7926,Harry Zolnierczyk,HARRY.ZOLNIERCZYK,8476158,1987-09-01,28.0,L,F,L,ANA,20152016,R,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7927,Henrik Sedin,HENRIK.SEDIN,8467876,1980-09-26,34.0,C,F,L,VAN,20152016,R,72.0,235.42,3.27,60.47,5.0,10.0,4.0,19.0,26.0,36.0,41.0
7928,Henrik Zetterberg,HENRIK.ZETTERBERG,8468083,1980-10-09,34.0,L,F,L,DET,20152016,R,82.0,242.68,2.96,56.9,1.0,9.0,10.0,20.0,44.0,69.0,105.0
7929,Hudson Fasching,HUDSON.FASCHING,8477392,1995-07-28,20.0,R,F,R,BUF,20152016,R,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7930,Hunter Shinkaruk,HUNTER.SHINKARUK,8477445,1994-10-13,20.0,C,F,L,CGY,20152016,R,7.0,14.12,2.02,36.78,1.0,0.0,1.0,2.0,1.0,1.0,2.0
7931,Hunter Shinkaruk,HUNTER.SHINKARUK,8477445,1994-10-13,20.0,C,F,L,VAN,20152016,R,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7932,Ian Cole,IAN.COLE,8474013,1989-02-21,26.0,D,D,L,PIT,20152016,R,70.0,24.78,0.35,6.62,0.0,0.0,1.0,1.0,3.0,5.0,6.0
7933,Iiro Pakarinen,IIRO.PAKARINEN,8476336,1991-08-25,24.0,R,F,R,EDM,20152016,R,62.0,20.4,0.33,6.51,0.0,2.0,0.0,2.0,5.0,5.0,6.0
7934,J.T. Brown,J.T..BROWN,8476806,1990-07-02,25.0,R,F,R,T.B,20152016,R,77.0,5.8,0.08,1.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7935,J.T. Miller,J.T..MILLER,8476468,1993-03-14,22.0,C,F,L,NYR,20152016,R,79.0,115.43,1.46,31.25,2.0,0.0,2.0,4.0,15.0,27.0,35.0
7936,Jaccob Slavin,JACCOB.SLAVIN,8476958,1994-05-01,21.0,D,D,L,CAR,20152016,R,62.0,53.77,0.87,18.19,0.0,4.0,0.0,4.0,6.0,11.0,16.0
7937,Jack Eichel,JACK.EICHEL,8478403,1996-10-28,18.0,C,F,R,BUF,20152016,R,79.0,243.02,3.08,56.88,7.0,9.0,4.0,20.0,44.0,60.0,87.0
7938,Jack Johnson,JACK.JOHNSON,8471677,1987-01-13,28.0,D,D,L,CBJ,20152016,R,58.0,141.18,2.43,48.43,3.0,0.0,3.0,6.0,14.0,27.0,46.0
7939,Jack Skille,JACK.SKILLE,8471681,1987-05-19,28.0,R,F,R,COL,20152016,R,72.0,2.87,0.04,0.76,0.0,0.0,0.0,0.0,1.0,2.0,2.0
7940,Jacob De La Rose,JACOB.DE LA ROSE,8477455,1995-05-20,20.0,L,F,L,MTL,20152016,R,21.0,0.95,0.05,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7941,Jacob Josefson,JACOB.JOSEFSON,8475185,1991-03-02,24.0,C,F,L,N.J,20152016,R,57.0,140.48,2.46,45.88,3.0,1.0,6.0,10.0,20.0,29.0,37.0
7942,Jacob Trouba,JACOB.TROUBA,8476885,1994-02-26,21.0,D,D,R,WPG,20152016,R,79.0,103.25,1.31,24.01,0.0,3.0,1.0,4.0,17.0,21.0,37.0
7943,Jaden Schwartz,JADEN.SCHWARTZ,8475768,1992-06-25,23.0,C,F,L,STL,20152016,R,32.0,72.63,2.27,44.17,1.0,3.0,1.0,5.0,12.0,18.0,20.0
7944,Jake Gardiner,JAKE.GARDINER,8474581,1990-07-04,25.0,D,D,L,TOR,20152016,R,76.0,180.12,2.37,42.39,1.0,5.0,5.0,11.0,21.0,41.0,63.0
7945,Jake McCabe,JAKE.MCCABE,8476931,1993-10-12,21.0,D,D,L,BUF,20152016,R,75.0,13.28,0.18,3.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7946,Jake Muzzin,JAKE.MUZZIN,8474162,1989-02-21,26.0,D,D,L,L.A,20152016,R,79.0,186.78,2.36,49.18,1.0,7.0,5.0,13.0,39.0,60.0,89.0
7947,Jake Virtanen,JAKE.VIRTANEN,8477937,1996-08-17,19.0,R,F,R,VAN,20152016,R,53.0,50.2,0.95,18.29,1.0,0.0,0.0,1.0,5.0,6.0,8.0
7948,Jakob Silfverberg,JAKOB.SILFVERBERG,8475164,1990-10-13,24.0,R,F,R,ANA,20152016,R,79.0,67.77,0.86,17.04,2.0,1.0,1.0,4.0,16.0,21.0,25.0
7949,Jakub Kindl,JAKUB.KINDL,8471693,1987-02-10,28.0,D,D,L,DET,20152016,R,25.0,31.78,1.27,24.05,0.0,0.0,0.0,0.0,6.0,8.0,10.0
7950,Jakub Kindl,JAKUB.KINDL,8471693,1987-02-10,28.0,D,D,L,FLA,20152016,R,18.0,3.9,0.22,3.73,0.0,0.0,1.0,1.0,1.0,1.0,2.0
7951,Jakub Nakladal,JAKUB.NAKLADAL,8478562,1987-12-30,27.0,D,D,R,CGY,20152016,R,27.0,42.43,1.57,30.16,0.0,1.0,0.0,1.0,7.0,11.0,16.0
7952,Jakub Voracek,JAKUB.VORACEK,8474161,1989-08-15,26.0,R,F,L,PHI,20152016,R,73.0,251.07,3.44,62.5,1.0,10.0,11.0,22.0,75.0,96.0,135.0
7953,James Neal,JAMES.NEAL,8471707,1987-09-03,28.0,L,F,L,NSH,20152016,R,82.0,227.3,2.77,53.03,4.0,7.0,3.0,14.0,50.0,62.0,78.0
7954,James Van Riemsdyk,JAMES.VAN RIEMSDYK,8474037,1989-05-04,26.0,L,F,L,TOR,20152016,R,38.0,108.97,2.87,54.44,5.0,2.0,2.0,9.0,33.0,43.0,55.0
7955,James Wisniewski,JAMES.WISNIEWSKI,8470222,1984-02-21,31.0,D,D,R,CAR,20152016,R,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7956,Jamie Benn,JAMIE.BENN,8473994,1989-07-18,26.0,L,F,L,DAL,20152016,R,81.0,258.23,3.19,62.07,15.0,6.0,6.0,27.0,58.0,80.0,98.0
7957,Jamie McBain,JAMIE.MCBAIN,8473571,1988-02-25,27.0,D,D,R,L.A,20152016,R,41.0,41.68,1.02,22.61,1.0,2.0,3.0,6.0,5.0,8.0,14.0
7958,Jamie McGinn,JAMIE.MCGINN,8473465,1988-08-05,27.0,L,F,L,ANA,20152016,R,20.0,43.5,2.17,42.36,3.0,0.0,0.0,3.0,8.0,15.0,16.0
7959,Jamie McGinn,JAMIE.MCGINN,8473465,1988-08-05,27.0,L,F,L,BUF,20152016,R,61.0,158.87,2.6,48.48,6.0,0.0,3.0,9.0,22.0,32.0,35.0
7960,Jamie Oleksiak,JAMIE.OLEKSIAK,8476467,1992-12-21,22.0,D,D,L,DAL,20152016,R,18.0,0.18,0.01,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7961,Jannik Hansen,JANNIK.HANSEN,8471498,1986-03-15,29.0,R,F,R,VAN,20152016,R,65.0,24.92,0.38,7.31,1.0,0.0,0.0,1.0,4.0,8.0,11.0
7962,Jared Boll,JARED.BOLL,8471766,1986-05-13,29.0,R,F,R,CBJ,20152016,R,30.0,0.48,0.02,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7963,Jared Cowen,JARED.COWEN,8475174,1991-01-25,24.0,D,D,L,OTT,20152016,R,36.0,0.87,0.02,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7964,Jared McCann,JARED.MCCANN,8477955,1996-05-31,19.0,C,F,L,VAN,20152016,R,66.0,77.4,1.17,21.13,1.0,0.0,2.0,3.0,9.0,16.0,28.0
7965,Jared Spurgeon,JARED.SPURGEON,8474716,1989-11-29,25.0,D,D,R,MIN,20152016,R,75.0,134.35,1.79,32.57,5.0,4.0,4.0,13.0,25.0,37.0,48.0
7966,Jarome Iginla,JAROME.IGINLA,8462042,1977-07-01,38.0,R,F,R,COL,20152016,R,80.0,234.77,2.93,54.68,13.0,4.0,2.0,19.0,65.0,90.0,125.0
7967,Jaromir Jagr,JAROMIR.JAGR,8448208,1972-02-15,43.0,R,F,L,FLA,20152016,R,77.0,212.6,2.76,49.11,5.0,3.0,3.0,11.0,30.0,46.0,54.0
7968,Jarred Tinordi,JARRED.TINORDI,8475797,1992-02-20,23.0,D,D,L,ARI,20152016,R,7.0,0.6,0.09,1.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7969,Jarred Tinordi,JARRED.TINORDI,8475797,1992-02-20,23.0,D,D,L,MTL,20152016,R,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7970,Jarret Stoll,JARRET.STOLL,8468526,1982-06-24,33.0,C,F,R,MIN,20152016,R,50.0,0.67,0.01,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7971,Jarret Stoll,JARRET.STOLL,8468526,1982-06-24,33.0,C,F,R,NYR,20152016,R,28.0,1.58,0.06,1.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7972,Jason Chimera,JASON.CHIMERA,8466251,1979-05-02,36.0,L,F,L,WSH,20152016,R,80.0,117.45,1.47,29.31,4.0,6.0,0.0,10.0,20.0,25.0,28.0
7973,Jason Demers,JASON.DEMERS,8474218,1988-06-09,27.0,D,D,R,DAL,20152016,R,61.0,102.75,1.68,32.8,3.0,1.0,1.0,5.0,17.0,25.0,40.0
7974,Jason Dickinson,JASON.DICKINSON,8477450,1995-07-04,20.0,C,F,L,DAL,20152016,R,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7975,Jason Garrison,JASON.GARRISON,8474520,1984-11-13,30.0,D,D,L,T.B,20152016,R,71.0,45.5,0.64,11.07,0.0,0.0,0.0,0.0,17.0,21.0,30.0
7976,Jason Pominville,JASON.POMINVILLE,8469506,1982-11-30,32.0,R,F,R,MIN,20152016,R,73.0,179.52,2.46,44.84,2.0,3.0,4.0,9.0,24.0,30.0,45.0
7977,Jason Spezza,JASON.SPEZZA,8469455,1983-06-13,32.0,C,F,R,DAL,20152016,R,74.0,230.4,3.11,62.93,10.0,7.0,7.0,24.0,36.0,49.0,73.0
7978,Jason Zucker,JASON.ZUCKER,8475722,1992-01-16,23.0,L,F,L,MIN,20152016,R,69.0,62.7,0.91,17.19,0.0,1.0,1.0,2.0,9.0,17.0,23.0
7979,Jay Beagle,JAY.BEAGLE,8474291,1985-10-16,29.0,C,F,R,WSH,20152016,R,56.0,3.23,0.06,1.21,0.0,0.0,0.0,0.0,0.0,2.0,2.0
7980,Jay Bouwmeester,JAY.BOUWMEESTER,8470151,1983-09-27,31.0,D,D,L,STL,20152016,R,70.0,48.05,0.69,14.96,1.0,0.0,1.0,2.0,5.0,6.0,10.0
7981,Jay McClement,JAY.MCCLEMENT,8469508,1983-03-02,32.0,C,F,L,CAR,20152016,R,75.0,7.35,0.1,1.95,0.0,0.0,0.0,0.0,0.0,1.0,1.0
7982,Jayson Megna,JAYSON.MEGNA,8477126,1990-02-01,25.0,C,F,R,NYR,20152016,R,5.0,10.42,2.08,40.14,0.0,0.0,0.0,0.0,1.0,2.0,2.0
7983,Jc Lipon,JC.LIPON,8477076,1993-07-10,22.0,R,F,R,WPG,20152016,R,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7984,Jean-Gabriel Pageau,JEAN-GABRIEL.PAGEAU,8476419,1992-11-11,22.0,C,F,R,OTT,20152016,R,80.0,65.9,0.82,16.37,0.0,1.0,0.0,1.0,4.0,6.0,6.0
7985,Jeff Carter,JEFF.CARTER,8470604,1985-01-01,30.0,C,F,R,L.A,20152016,R,74.0,173.93,2.35,48.42,4.0,4.0,4.0,12.0,38.0,58.0,72.0
7986,Jeff Petry,JEFF.PETRY,8473507,1987-12-09,27.0,D,D,R,MTL,20152016,R,51.0,90.02,1.77,30.84,2.0,3.0,1.0,6.0,14.0,21.0,36.0
7987,Jeff Schultz,JEFF.SCHULTZ,8471240,1986-02-25,29.0,D,D,L,L.A,20152016,R,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7988,Jeff Skinner,JEFF.SKINNER,8475784,1992-05-16,23.0,C,F,L,CAR,20152016,R,80.0,157.2,1.96,39.0,5.0,2.0,1.0,8.0,40.0,47.0,64.0
7989,Jeremy Welsh,JEREMY.WELSH,8476819,1988-04-30,27.0,C,F,L,STL,20152016,R,2.0,0.57,0.28,3.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7990,Jesper Fast,JESPER.FAST,8475855,1991-12-02,23.0,R,F,R,NYR,20152016,R,76.0,17.38,0.23,4.87,0.0,0.0,0.0,0.0,1.0,3.0,4.0
7991,Jim O'Brien,JIM.O'BRIEN,8474024,1989-01-29,26.0,C,F,R,N.J,20152016,R,4.0,0.15,0.04,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7992,Jimmy Hayes,JIMMY.HAYES,8474625,1989-11-21,25.0,R,F,R,BOS,20152016,R,71.0,97.15,1.37,28.12,3.0,0.0,2.0,5.0,9.0,16.0,18.0
7993,Jiri Hudler,JIRI.HUDLER,8470201,1984-01-04,31.0,R,F,L,CGY,20152016,R,52.0,157.03,3.02,53.02,1.0,2.0,5.0,8.0,15.0,20.0,24.0
7994,Jiri Hudler,JIRI.HUDLER,8470201,1984-01-04,31.0,R,F,L,FLA,20152016,R,18.0,24.58,1.37,23.93,1.0,0.0,0.0,1.0,9.0,11.0,12.0
7995,Jiri Sekac,JIRI.SEKAC,8478137,1992-06-10,23.0,L,F,L,ANA,20152016,R,21.0,28.67,1.37,30.13,1.0,0.0,1.0,2.0,2.0,3.0,4.0
7996,Jiri Sekac,JIRI.SEKAC,8478137,1992-06-10,23.0,L,F,L,ARI,20152016,R,11.0,1.27,0.12,2.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7997,Jiri Sekac,JIRI.SEKAC,8478137,1992-06-10,23.0,L,F,L,CHI,20152016,R,6.0,0.9,0.15,3.71,0.0,0.0,0.0,0.0,1.0,1.0,1.0
7998,Jiri Tlusty,JIRI.TLUSTY,8473482,1988-03-16,27.0,C,F,L,N.J,20152016,R,30.0,23.45,0.78,15.84,1.0,0.0,0.0,1.0,3.0,4.0,4.0
7999,Joakim Andersson,JOAKIM.ANDERSSON,8474168,1989-02-05,26.0,C,F,L,DET,20152016,R,29.0,0.73,0.03,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8000,Joakim Nordstrom,JOAKIM.NORDSTROM,8475807,1992-02-25,23.0,C,F,L,CAR,20152016,R,70.0,5.95,0.08,1.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8001,Joe Colborne,JOE.COLBORNE,8474577,1990-01-30,25.0,C,F,L,CGY,20152016,R,72.0,144.47,2.01,36.42,2.0,2.0,0.0,4.0,20.0,28.0,32.0
8002,Joe Morrow,JOE.MORROW,8476476,1992-12-09,22.0,D,D,L,BOS,20152016,R,30.0,29.43,0.98,19.45,0.0,2.0,0.0,2.0,6.0,8.0,12.0
8003,Joe Pavelski,JOE.PAVELSKI,8470794,1984-07-11,31.0,C,F,R,S.J,20152016,R,79.0,295.73,3.74,66.25,11.0,9.0,6.0,26.0,64.0,86.0,102.0
8004,Joe Thornton,JOE.THORNTON,8466138,1979-07-02,36.0,C,F,L,S.J,20152016,R,79.0,294.67,3.73,66.01,8.0,12.0,6.0,26.0,36.0,51.0,66.0
8005,Joe Vitale,JOE.VITALE,8471856,1985-08-20,30.0,C,F,R,ARI,20152016,R,1.0,0.27,0.27,3.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8006,Joel Armia,JOEL.ARMIA,8476469,1993-05-31,22.0,R,F,R,WPG,20152016,R,42.0,23.4,0.56,10.56,0.0,0.0,0.0,0.0,3.0,4.0,6.0
8007,Joel Edmundson,JOEL.EDMUNDSON,8476441,1993-06-28,22.0,D,D,L,STL,20152016,R,66.0,1.37,0.02,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8008,Joel Hanley,JOEL.HANLEY,8477810,1991-06-08,24.0,D,D,L,MTL,20152016,R,8.0,7.35,0.92,18.38,0.0,0.0,0.0,0.0,1.0,1.0,1.0
8009,Joel Vermin,JOEL.VERMIN,8477326,1992-02-05,23.0,R,F,L,T.B,20152016,R,6.0,5.03,0.84,15.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8010,Joel Ward,JOEL.WARD,8468208,1980-12-02,34.0,R,F,R,S.J,20152016,R,76.0,162.0,2.13,37.95,5.0,5.0,2.0,12.0,23.0,35.0,36.0
8011,Joffrey Lupul,JOFFREY.LUPUL,8470207,1983-09-23,31.0,R,F,R,TOR,20152016,R,44.0,106.45,2.42,45.14,2.0,2.0,0.0,4.0,28.0,41.0,45.0
8012,Johan Franzen,JOHAN.FRANZEN,8471309,1979-12-23,35.0,C,F,L,DET,20152016,R,2.0,1.27,0.63,22.22,0.0,1.0,0.0,1.0,0.0,1.0,1.0
8013,Johan Larsson,JOHAN.LARSSON,8475728,1992-07-25,23.0,L,F,L,BUF,20152016,R,72.0,71.18,0.99,18.58,1.0,3.0,0.0,4.0,13.0,21.0,23.0
8014,John Carlson,JOHN.CARLSON,8474590,1990-01-10,25.0,D,D,R,WSH,20152016,R,55.0,181.8,3.31,62.76,2.0,5.0,7.0,14.0,33.0,49.0,68.0
8015,John Klingberg,JOHN.KLINGBERG,8475906,1992-08-14,23.0,D,D,R,DAL,20152016,R,75.0,240.47,3.21,61.61,2.0,8.0,11.0,21.0,32.0,41.0,71.0
8016,John McCarthy,JOHN.MCCARTHY,8473562,1986-08-09,29.0,L,F,L,S.J,20152016,R,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8017,John McFarland,JOHN.MCFARLAND,8475756,1992-04-02,23.0,C,F,R,FLA,20152016,R,3.0,0.78,0.26,4.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8018,John Mitchell,JOHN.MITCHELL,8470750,1985-01-22,30.0,C,F,L,COL,20152016,R,69.0,42.75,0.62,11.69,0.0,0.0,1.0,1.0,3.0,6.0,7.0
8019,John Moore,JOHN.MOORE,8475186,1990-11-19,24.0,D,D,L,N.J,20152016,R,72.0,104.98,1.46,27.83,1.0,3.0,2.0,6.0,18.0,23.0,30.0
8020,John Ramage,JOHN.RAMAGE,8475829,1991-02-07,24.0,D,D,R,CBJ,20152016,R,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8021,John Scott,JOHN.SCOTT,8473722,1982-09-26,32.0,L,F,L,ARI,20152016,R,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8022,John Scott,JOHN.SCOTT,8473722,1982-09-26,32.0,L,F,L,MTL,20152016,R,1.0,0.33,0.33,3.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8023,John Tavares,JOHN.TAVARES,8475166,1990-09-20,24.0,C,F,L,NYI,20152016,R,76.0,242.7,3.19,66.45,7.0,9.0,3.0,19.0,65.0,86.0,118.0
8024,John-Michael Liles,JOHN-MICHAEL.LILES,8468639,1980-11-25,34.0,D,D,L,BOS,20152016,R,16.0,18.53,1.16,25.14,0.0,0.0,0.0,0.0,3.0,3.0,4.0
8025,John-Michael Liles,JOHN-MICHAEL.LILES,8468639,1980-11-25,34.0,D,D,L,CAR,20152016,R,62.0,117.55,1.9,35.21,1.0,0.0,1.0,2.0,16.0,29.0,39.0
8026,Johnny Boychuk,JOHNNY.BOYCHUK,8470187,1984-01-19,31.0,D,D,R,NYI,20152016,R,67.0,67.07,1.0,20.75,1.0,2.0,2.0,5.0,22.0,29.0,39.0
8027,Johnny Gaudreau,JOHNNY.GAUDREAU,8476346,1993-08-13,22.0,L,F,L,CGY,20152016,R,78.0,279.97,3.59,64.38,6.0,11.0,4.0,21.0,57.0,73.0,94.0
8028,Johnny Oduya,JOHNNY.ODUYA,8469665,1981-10-01,33.0,D,D,L,DAL,20152016,R,81.0,10.57,0.13,2.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8029,Jon Merrill,JON.MERRILL,8475750,1992-02-03,23.0,D,D,L,N.J,20152016,R,47.0,4.52,0.1,1.89,0.0,1.0,0.0,1.0,2.0,2.0,2.0
8030,Jonas Brodin,JONAS.BRODIN,8476463,1993-07-12,22.0,D,D,L,MIN,20152016,R,66.0,7.92,0.12,2.33,0.0,0.0,0.0,0.0,1.0,1.0,2.0
8031,Jonathan Drouin,JONATHAN.DROUIN,8477494,1995-03-28,20.0,L,F,L,T.B,20152016,R,21.0,42.05,2.0,39.42,0.0,1.0,1.0,2.0,1.0,3.0,8.0
8032,Jonathan Ericsson,JONATHAN.ERICSSON,8470318,1984-03-02,31.0,D,D,L,DET,20152016,R,71.0,5.22,0.07,1.41,0.0,0.0,0.0,0.0,0.0,1.0,1.0
8033,Jonathan Huberdeau,JONATHAN.HUBERDEAU,8476456,1993-06-04,22.0,C,F,L,FLA,20152016,R,74.0,202.02,2.73,49.18,4.0,1.0,7.0,12.0,29.0,40.0,53.0
8034,Jonathan Marchessault,JONATHAN.MARCHESSAULT,8476539,1990-12-27,24.0,C,F,R,T.B,20152016,R,44.0,125.67,2.86,45.81,4.0,1.0,2.0,7.0,18.0,27.0,35.0
8035,Jonathan Toews,JONATHAN.TOEWS,8473604,1988-04-29,27.0,C,F,L,CHI,20152016,R,80.0,192.02,2.4,49.89,5.0,1.0,2.0,8.0,26.0,32.0,47.0
8036,Joonas Donskoi,JOONAS.DONSKOI,8475820,1992-04-13,23.0,R,F,R,S.J,20152016,R,73.0,110.9,1.52,26.65,2.0,3.0,2.0,7.0,12.0,15.0,19.0
8037,Joonas Kemppainen,JOONAS.KEMPPAINEN,8478564,1988-04-07,27.0,C,F,L,BOS,20152016,R,43.0,6.32,0.15,3.05,0.0,0.0,0.0,0.0,1.0,1.0,1.0
8038,Jordan Caron,JORDAN.CARON,8475150,1990-11-02,24.0,R,F,L,STL,20152016,R,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8039,Jordan Eberle,JORDAN.EBERLE,8474586,1990-05-15,25.0,C,F,R,EDM,20152016,R,68.0,177.62,2.61,53.75,7.0,2.0,2.0,11.0,41.0,48.0,60.0
8040,Jordan Martinook,JORDAN.MARTINOOK,8476921,1992-07-25,23.0,L,F,L,ARI,20152016,R,81.0,27.82,0.34,5.75,0.0,1.0,0.0,1.0,4.0,7.0,8.0
8041,Jordan Nolan,JORDAN.NOLAN,8475325,1989-06-23,26.0,C,F,L,L.A,20152016,R,50.0,3.05,0.06,1.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8042,Jordan Oesterle,JORDAN.OESTERLE,8477851,1992-06-25,23.0,D,D,L,EDM,20152016,R,17.0,29.73,1.75,36.18,0.0,0.0,0.0,0.0,1.0,2.0,6.0
8043,Jordan Schroeder,JORDAN.SCHROEDER,8475147,1990-09-29,24.0,C,F,R,MIN,20152016,R,25.0,6.48,0.26,4.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8044,Jordan Staal,JORDAN.STAAL,8473533,1988-09-10,27.0,C,F,L,CAR,20152016,R,80.0,145.92,1.82,36.2,6.0,3.0,2.0,11.0,25.0,34.0,38.0
