,player,player_upper,api_id,birthday,season_age,position,position_type,shoots,team,season,session,gp,toi,toi_gp,toi_perc,g,a1,a2,points,isf,iff,icf
5584,Tim Jackman,TIM.JACKMAN,8469490,1981-11-14,30.0,R,F,R,CGY,20122013,R,42.0,313.82,7.47,15.07,1.0,3.0,0.0,4.0,37.0,53.0,66.0
5585,Tim Kennedy,TIM.KENNEDY,8471842,1986-04-30,26.0,L,F,L,S.J,20122013,R,13.0,161.87,12.45,24.94,2.0,0.0,0.0,2.0,21.0,26.0,34.0
5586,Tim Sestito,TIM.SESTITO,8471636,1984-08-28,28.0,C,F,L,N.J,20122013,R,6.0,47.15,7.86,15.37,0.0,0.0,0.0,0.0,4.0,7.0,9.0
5587,Tim Wallace,TIM.WALLACE,8473734,1984-08-06,28.0,R,F,R,CAR,20122013,R,28.0,252.67,9.02,17.87,1.0,1.0,0.0,2.0,20.0,30.0,34.0
5588,Tj Brennan,TJ.BRENNAN,8474113,1989-04-03,23.0,D,D,L,BUF,20122013,R,10.0,122.12,12.21,24.03,0.0,0.0,0.0,0.0,10.0,13.0,20.0
5589,Tj Brennan,TJ.BRENNAN,8474113,1989-04-03,23.0,D,D,L,FLA,20122013,R,19.0,288.88,15.2,29.97,2.0,1.0,3.0,6.0,19.0,34.0,54.0
5590,Tj Brodie,TJ.BRODIE,8474673,1990-06-07,22.0,D,D,L,CGY,20122013,R,47.0,819.52,17.44,35.27,2.0,2.0,4.0,8.0,38.0,55.0,81.0
5591,Tobias Enstrom,TOBIAS.ENSTROM,8470828,1984-11-05,27.0,D,D,L,WPG,20122013,R,22.0,370.75,16.85,33.93,3.0,1.0,3.0,7.0,14.0,23.0,31.0
5592,Toby Petersen,TOBY.PETERSEN,8467543,1978-10-27,33.0,C,F,L,DAL,20122013,R,1.0,6.67,6.67,12.52,0.0,0.0,0.0,0.0,0.0,1.0,2.0
5593,Todd Bertuzzi,TODD.BERTUZZI,8459444,1975-02-02,37.0,R,F,L,DET,20122013,R,7.0,84.6,12.09,27.64,2.0,0.0,1.0,3.0,9.0,12.0,16.0
5594,Tom Gilbert,TOM.GILBERT,8470104,1983-01-10,29.0,D,D,R,MIN,20122013,R,43.0,687.77,15.99,32.0,2.0,2.0,5.0,9.0,25.0,49.0,78.0
5595,Tom Kostopoulos,TOM.KOSTOPOULOS,8466398,1979-01-24,33.0,R,F,R,N.J,20122013,R,15.0,131.75,8.78,16.97,0.0,0.0,0.0,0.0,11.0,16.0,20.0
5596,Tom Poti,TOM.POTI,8465012,1977-03-22,35.0,D,D,L,WSH,20122013,R,16.0,218.55,13.66,28.43,0.0,1.0,0.0,1.0,7.0,12.0,23.0
5597,Tom Pyatt,TOM.PYATT,8471768,1987-02-14,25.0,C,F,L,T.B,20122013,R,43.0,493.17,11.47,23.53,7.0,6.0,2.0,15.0,56.0,75.0,94.0
5598,Tom Sestito,TOM.SESTITO,8473542,1987-09-28,24.0,L,F,L,PHI,20122013,R,7.0,40.3,5.76,12.47,2.0,0.0,0.0,2.0,3.0,3.0,6.0
5599,Tom Sestito,TOM.SESTITO,8473542,1987-09-28,24.0,L,F,L,VAN,20122013,R,23.0,152.43,6.63,13.3,1.0,0.0,0.0,1.0,11.0,15.0,19.0
5600,Tom Wandell,TOM.WANDELL,8471807,1987-01-29,25.0,C,F,L,DAL,20122013,R,18.0,143.53,7.97,16.85,1.0,0.0,0.0,1.0,14.0,21.0,36.0
5601,Tomas Fleischmann,TOMAS.FLEISCHMANN,8470039,1984-05-16,28.0,L,F,L,FLA,20122013,R,48.0,724.57,15.1,30.2,9.0,7.0,4.0,20.0,89.0,118.0,157.0
5602,Tomas Kaberle,TOMAS.KABERLE,8465200,1978-03-02,34.0,D,D,L,MTL,20122013,R,10.0,109.93,10.99,24.09,0.0,1.0,2.0,3.0,6.0,8.0,14.0
5603,Tomas Kopecky,TOMAS.KOPECKY,8468518,1982-02-05,30.0,R,F,L,FLA,20122013,R,47.0,632.85,13.46,26.96,6.0,4.0,3.0,13.0,66.0,93.0,130.0
5604,Tomas Kundratek,TOMAS.KUNDRATEK,8474649,1989-12-26,22.0,D,D,R,WSH,20122013,R,25.0,346.87,13.87,28.79,1.0,1.0,2.0,4.0,21.0,28.0,53.0
5605,Tomas Plekanec,TOMAS.PLEKANEC,8469521,1982-10-31,29.0,C,F,L,MTL,20122013,R,47.0,649.03,13.81,29.0,10.0,5.0,2.0,17.0,104.0,137.0,183.0
5606,Tomas Tatar,TOMAS.TATAR,8475193,1990-12-01,21.0,C,F,L,DET,20122013,R,18.0,171.12,9.51,19.19,3.0,2.0,1.0,6.0,23.0,33.0,45.0
5607,Tomas Vincour,TOMAS.VINCOUR,8475266,1990-11-19,21.0,C,F,R,COL,20122013,R,2.0,16.72,8.36,17.05,0.0,0.0,1.0,1.0,1.0,1.0,2.0
5608,Tomas Vincour,TOMAS.VINCOUR,8475266,1990-11-19,21.0,C,F,R,DAL,20122013,R,15.0,130.9,8.73,18.11,2.0,0.0,1.0,3.0,11.0,14.0,22.0
5609,Tommy Wingels,TOMMY.WINGELS,8474739,1988-04-12,24.0,C,F,R,S.J,20122013,R,42.0,525.23,12.51,24.95,4.0,4.0,3.0,11.0,62.0,76.0,98.0
5610,Toni Lydman,TONI.LYDMAN,8465042,1977-09-25,34.0,D,D,L,ANA,20122013,R,35.0,592.58,16.93,33.6,0.0,2.0,3.0,5.0,24.0,36.0,55.0
5611,Torey Krug,TOREY.KRUG,8476792,1991-04-12,21.0,D,D,L,BOS,20122013,R,1.0,10.97,10.97,22.02,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5612,Torrey Mitchell,TORREY.MITCHELL,8471338,1985-01-30,27.0,C,F,R,MIN,20122013,R,45.0,410.78,9.13,18.38,4.0,3.0,0.0,7.0,37.0,56.0,67.0
5613,Travis Hamonic,TRAVIS.HAMONIC,8474612,1990-08-16,22.0,D,D,R,NYI,20122013,R,48.0,889.05,18.52,36.64,2.0,0.0,4.0,6.0,73.0,108.0,161.0
5614,Travis Moen,TRAVIS.MOEN,8468635,1982-04-06,30.0,L,F,L,MTL,20122013,R,45.0,408.7,9.08,19.05,2.0,2.0,1.0,5.0,31.0,51.0,62.0
5615,Travis Zajac,TRAVIS.ZAJAC,8471233,1985-05-13,27.0,C,F,R,N.J,20122013,R,48.0,687.37,14.32,29.29,5.0,5.0,4.0,14.0,60.0,90.0,112.0
5616,Trevor Daley,TREVOR.DALEY,8470110,1983-10-09,28.0,D,D,L,DAL,20122013,R,44.0,719.83,16.36,33.98,2.0,3.0,4.0,9.0,40.0,67.0,107.0
5617,Trevor Lewis,TREVOR.LEWIS,8473453,1987-01-08,25.0,C,F,R,L.A,20122013,R,48.0,595.18,12.4,25.08,4.0,5.0,3.0,12.0,84.0,119.0,131.0
5618,Trevor Smith,TREVOR.SMITH,8473942,1985-02-08,27.0,C,F,L,PIT,20122013,R,1.0,10.4,10.4,20.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5619,Troy Brouwer,TROY.BROUWER,8471426,1985-08-17,27.0,R,F,R,WSH,20122013,R,47.0,629.13,13.39,27.25,10.0,3.0,1.0,14.0,74.0,100.0,122.0
5620,Tuomo Ruutu,TUOMO.RUUTU,8469462,1983-02-16,29.0,R,F,L,CAR,20122013,R,17.0,235.38,13.85,27.55,4.0,3.0,1.0,8.0,28.0,38.0,56.0
5621,Tye McGinn,TYE.MCGINN,8475775,1990-07-29,22.0,L,F,L,PHI,20122013,R,18.0,196.97,10.94,23.19,3.0,0.0,2.0,5.0,31.0,38.0,47.0
5622,Tyler Bozak,TYLER.BOZAK,8475098,1986-03-19,26.0,C,F,R,TOR,20122013,R,46.0,700.67,15.23,31.07,7.0,4.0,6.0,17.0,47.0,61.0,83.0
5623,Tyler Ennis,TYLER.ENNIS,8474589,1989-10-06,22.0,C,F,L,BUF,20122013,R,47.0,663.13,14.11,28.77,7.0,4.0,4.0,15.0,84.0,114.0,142.0
5624,Tyler Johnson,TYLER.JOHNSON,8474870,1990-07-29,22.0,C,F,R,T.B,20122013,R,14.0,148.22,10.59,21.26,3.0,2.0,1.0,6.0,9.0,17.0,23.0
5625,Tyler Kennedy,TYLER.KENNEDY,8471311,1986-07-15,26.0,C,F,R,PIT,20122013,R,46.0,516.7,11.23,23.19,5.0,0.0,3.0,8.0,91.0,111.0,152.0
5626,Tyler Myers,TYLER.MYERS,8474574,1990-02-01,22.0,D,D,R,BUF,20122013,R,39.0,646.4,16.57,34.36,2.0,3.0,0.0,5.0,34.0,49.0,74.0
5627,Tyler Seguin,TYLER.SEGUIN,8475794,1992-01-31,20.0,C,F,R,BOS,20122013,R,48.0,696.07,14.5,28.97,10.0,6.0,6.0,22.0,133.0,185.0,236.0
5628,Tyler Toffoli,TYLER.TOFFOLI,8475726,1992-04-24,20.0,C,F,R,L.A,20122013,R,10.0,103.77,10.38,20.41,1.0,1.0,1.0,3.0,16.0,24.0,33.0
5629,Tyson Barrie,TYSON.BARRIE,8475197,1991-07-26,21.0,D,D,R,COL,20122013,R,32.0,559.8,17.49,35.19,1.0,2.0,5.0,8.0,45.0,71.0,110.0
5630,Tyson Strachan,TYSON.STRACHAN,8470729,1984-10-30,27.0,D,D,R,FLA,20122013,R,38.0,641.88,16.89,33.39,0.0,2.0,2.0,4.0,40.0,59.0,93.0
5631,Valtteri Filppula,VALTTERI.FILPPULA,8470047,1984-03-20,28.0,C,F,L,DET,20122013,R,41.0,582.0,14.2,29.45,6.0,6.0,2.0,14.0,67.0,89.0,112.0
5632,Vernon Fiddler,VERNON.FIDDLER,8469759,1980-05-09,32.0,L,F,L,DAL,20122013,R,46.0,452.3,9.83,20.59,3.0,9.0,2.0,14.0,49.0,65.0,89.0
5633,Victor Bartley,VICTOR.BARTLEY,8473658,1988-02-17,24.0,D,D,L,NSH,20122013,R,24.0,420.37,17.52,34.25,0.0,4.0,3.0,7.0,18.0,30.0,45.0
5634,Victor Hedman,VICTOR.HEDMAN,8475167,1990-12-18,21.0,D,D,L,T.B,20122013,R,44.0,790.42,17.96,36.8,4.0,7.0,7.0,18.0,62.0,87.0,126.0
5635,Viktor Stalberg,VIKTOR.STALBERG,8473537,1986-01-17,26.0,L,F,L,CHI,20122013,R,47.0,555.63,11.82,23.51,9.0,9.0,3.0,21.0,103.0,138.0,173.0
5636,Ville Leino,VILLE.LEINO,8474551,1983-10-06,28.0,L,F,L,BUF,20122013,R,8.0,110.72,13.84,28.08,1.0,1.0,2.0,4.0,9.0,10.0,12.0
5637,Vincent Lecavalier,VINCENT.LECAVALIER,8467329,1980-04-21,32.0,C,F,L,T.B,20122013,R,39.0,552.15,14.16,29.21,5.0,10.0,6.0,21.0,55.0,75.0,89.0
5638,Vinny Prospal,VINNY.PROSPAL,8459492,1975-02-17,37.0,L,F,L,CBJ,20122013,R,48.0,658.35,13.72,27.23,8.0,4.0,11.0,23.0,65.0,88.0,124.0
5639,Vladimir Sobotka,VLADIMIR.SOBOTKA,8471743,1987-07-02,25.0,C,F,L,STL,20122013,R,48.0,602.48,12.55,25.14,7.0,5.0,3.0,15.0,62.0,82.0,107.0
5640,Vladimir Tarasenko,VLADIMIR.TARASENKO,8475765,1991-12-13,20.0,R,F,L,STL,20122013,R,38.0,437.48,11.51,22.89,5.0,7.0,1.0,13.0,65.0,94.0,115.0
5641,Wade Redden,WADE.REDDEN,8462033,1977-06-12,35.0,D,D,L,BOS,20122013,R,6.0,88.38,14.73,28.47,1.0,0.0,0.0,1.0,4.0,9.0,15.0
5642,Wade Redden,WADE.REDDEN,8462033,1977-06-12,35.0,D,D,L,STL,20122013,R,23.0,319.43,13.89,28.2,2.0,1.0,2.0,5.0,21.0,34.0,50.0
5643,Wayne Simmonds,WAYNE.SIMMONDS,8474190,1988-08-26,24.0,R,F,R,PHI,20122013,R,45.0,544.85,12.11,25.5,9.0,3.0,3.0,15.0,78.0,99.0,125.0
5644,Wojtek Wolski,WOJTEK.WOLSKI,8471234,1986-02-24,26.0,L,F,L,WSH,20122013,R,27.0,328.3,12.16,25.05,4.0,3.0,1.0,8.0,46.0,65.0,77.0
5645,Yannick Weber,YANNICK.WEBER,8474134,1988-09-23,23.0,D,D,R,MTL,20122013,R,6.0,70.53,11.76,24.74,0.0,0.0,1.0,1.0,2.0,2.0,10.0
5646,Zac Dalpe,ZAC.DALPE,8474610,1989-11-01,22.0,C,F,R,CAR,20122013,R,10.0,112.83,11.28,24.52,1.0,0.0,1.0,2.0,16.0,26.0,34.0
5647,Zac Rinaldo,ZAC.RINALDO,8474736,1990-06-15,22.0,C,F,L,PHI,20122013,R,32.0,265.47,8.3,17.4,1.0,2.0,0.0,3.0,13.0,21.0,23.0
5648,Zach Bogosian,ZACH.BOGOSIAN,8474567,1990-07-15,22.0,D,D,R,WPG,20122013,R,33.0,626.82,18.99,37.35,5.0,1.0,5.0,11.0,69.0,100.0,138.0
5649,Zach Boychuk,ZACH.BOYCHUK,8474576,1989-10-04,22.0,L,F,L,CAR,20122013,R,1.0,10.22,10.22,22.91,0.0,0.0,0.0,0.0,0.0,2.0,2.0
5650,Zach Boychuk,ZACH.BOYCHUK,8474576,1989-10-04,22.0,L,F,L,NSH,20122013,R,5.0,66.32,13.26,25.89,1.0,1.0,0.0,2.0,8.0,12.0,16.0
5651,Zach Boychuk,ZACH.BOYCHUK,8474576,1989-10-04,22.0,L,F,L,PIT,20122013,R,7.0,81.25,11.61,24.76,0.0,0.0,0.0,0.0,6.0,9.0,10.0
5652,Zach Parise,ZACH.PARISE,8470610,1984-07-28,28.0,L,F,L,MIN,20122013,R,48.0,734.75,15.31,30.75,9.0,10.0,3.0,22.0,132.0,163.0,192.0
5653,Zach Redmond,ZACH.REDMOND,8474743,1988-07-26,24.0,D,D,R,WPG,20122013,R,8.0,131.72,16.46,33.34,0.0,1.0,1.0,2.0,9.0,14.0,19.0
5654,Zack Kassian,ZACK.KASSIAN,8475178,1991-01-24,21.0,R,F,R,VAN,20122013,R,39.0,467.07,11.98,24.6,5.0,1.0,2.0,8.0,42.0,66.0,89.0
5655,Zack Smith,ZACK.SMITH,8474250,1988-04-05,24.0,C,F,L,OTT,20122013,R,48.0,661.7,13.79,28.08,4.0,4.0,5.0,13.0,87.0,122.0,156.0
5656,Zbynek Michalek,ZBYNEK.MICHALEK,8469760,1982-12-23,29.0,D,D,R,ARI,20122013,R,34.0,608.25,17.89,36.11,0.0,1.0,1.0,2.0,41.0,62.0,91.0
5657,Zdeno Chara,ZDENO.CHARA,8465009,1977-03-18,35.0,D,D,L,BOS,20122013,R,48.0,900.8,18.77,37.5,4.0,7.0,2.0,13.0,86.0,124.0,177.0
5658,Zenon Konopka,ZENON.KONOPKA,8469820,1981-01-02,31.0,C,F,L,MIN,20122013,R,37.0,302.82,8.18,16.47,0.0,0.0,0.0,0.0,18.0,22.0,28.0
5659,Aaron Ness,AARON.NESS,8474604,1990-05-18,23.0,D,D,L,NYI,20132014,R,20.0,273.02,13.65,26.72,1.0,0.0,2.0,3.0,23.0,31.0,47.0
5660,Aaron Palushaj,AARON.PALUSHAJ,8474030,1989-09-07,24.0,R,F,R,CAR,20132014,R,2.0,17.52,8.76,16.77,0.0,0.0,0.0,0.0,2.0,4.0,4.0
5661,Aaron Rome,AARON.ROME,8470310,1983-09-27,29.0,D,D,L,DAL,20132014,R,25.0,299.92,12.0,24.38,0.0,1.0,0.0,1.0,15.0,22.0,36.0
5662,Aaron Volpatti,AARON.VOLPATTI,8475619,1985-05-30,28.0,L,F,L,WSH,20132014,R,41.0,299.48,7.3,14.64,2.0,0.0,0.0,2.0,18.0,27.0,39.0
5663,Adam Almquist,ADAM.ALMQUIST,8475332,1991-02-27,22.0,D,D,L,DET,20132014,R,2.0,31.52,15.76,29.9,1.0,0.0,0.0,1.0,2.0,2.0,3.0
5664,Adam Burish,ADAM.BURISH,8470063,1983-01-06,30.0,R,F,R,S.J,20132014,R,15.0,125.27,8.35,16.74,0.0,0.0,0.0,0.0,9.0,16.0,18.0
5665,Adam Cracknell,ADAM.CRACKNELL,8471490,1985-07-15,28.0,R,F,R,STL,20132014,R,19.0,150.85,7.94,16.39,0.0,1.0,1.0,2.0,16.0,23.0,28.0
5666,Adam Hall,ADAM.HALL,8467925,1980-08-14,33.0,R,F,R,PHI,20132014,R,80.0,539.57,6.74,14.23,2.0,2.0,2.0,6.0,49.0,65.0,83.0
5667,Adam Henrique,ADAM.HENRIQUE,8474641,1990-02-06,23.0,C,F,L,N.J,20132014,R,77.0,1030.8,13.39,27.04,15.0,5.0,6.0,26.0,94.0,127.0,161.0
5668,Adam Larsson,ADAM.LARSSON,8476457,1992-11-12,20.0,D,D,R,N.J,20132014,R,26.0,424.52,16.33,32.87,1.0,2.0,0.0,3.0,19.0,30.0,51.0
5669,Adam McQuaid,ADAM.MCQUAID,8471717,1986-10-12,26.0,D,D,R,BOS,20132014,R,30.0,424.05,14.13,28.54,1.0,2.0,3.0,6.0,25.0,31.0,56.0
5670,Adam Pardy,ADAM.PARDY,8471385,1984-03-29,29.0,D,D,L,WPG,20132014,R,60.0,799.52,13.33,26.93,0.0,2.0,4.0,6.0,45.0,66.0,98.0
5671,Adam Payerl,ADAM.PAYERL,8476522,1991-03-04,22.0,C,F,R,PIT,20132014,R,2.0,18.28,9.14,16.58,0.0,0.0,0.0,0.0,4.0,5.0,5.0
5672,Alec Martinez,ALEC.MARTINEZ,8474166,1987-07-26,26.0,D,D,L,L.A,20132014,R,61.0,804.95,13.2,27.0,7.0,2.0,4.0,13.0,51.0,98.0,156.0
5673,Aleksander Barkov,ALEKSANDER.BARKOV,8477493,1995-09-02,18.0,C,F,L,FLA,20132014,R,54.0,756.0,14.0,28.12,5.0,10.0,3.0,18.0,73.0,86.0,110.0
5674,Ales Hemsky,ALES.HEMSKY,8469466,1983-08-13,30.0,R,F,R,EDM,20132014,R,55.0,727.13,13.22,27.08,7.0,7.0,2.0,16.0,83.0,103.0,139.0
5675,Ales Hemsky,ALES.HEMSKY,8469466,1983-08-13,30.0,R,F,R,OTT,20132014,R,20.0,261.43,13.07,26.56,4.0,3.0,5.0,12.0,42.0,55.0,68.0
5676,Alex Burrows,ALEX.BURROWS,8470358,1981-04-11,32.0,L,F,L,VAN,20132014,R,49.0,650.13,13.27,27.29,3.0,3.0,2.0,8.0,82.0,122.0,162.0
5677,Alex Chiasson,ALEX.CHIASSON,8475163,1990-10-01,22.0,R,F,R,DAL,20132014,R,79.0,865.35,10.95,22.41,6.0,7.0,7.0,20.0,82.0,130.0,178.0
5678,Alex Edler,ALEX.EDLER,8471303,1986-04-21,27.0,D,D,L,VAN,20132014,R,63.0,1125.42,17.86,36.59,3.0,1.0,6.0,10.0,132.0,181.0,293.0
5679,Alex Galchenyuk,ALEX.GALCHENYUK,8476851,1994-02-12,19.0,C,F,L,MTL,20132014,R,65.0,791.2,12.17,25.3,9.0,8.0,3.0,20.0,84.0,112.0,149.0
5680,Alex Goligoski,ALEX.GOLIGOSKI,8471274,1985-07-30,28.0,D,D,L,DAL,20132014,R,81.0,1466.25,18.1,36.95,3.0,13.0,10.0,26.0,89.0,130.0,193.0
5681,Alex Grant,ALEX.GRANT,8474005,1989-01-20,24.0,D,D,R,ANA,20132014,R,2.0,24.28,12.14,23.39,2.0,0.0,0.0,2.0,2.0,3.0,7.0
5682,Alex Khokhlachev,ALEX.KHOKHLACHEV,8476435,1993-09-09,20.0,C,F,L,BOS,20132014,R,1.0,14.53,14.53,26.12,0.0,0.0,0.0,0.0,2.0,2.0,2.0
5683,Alex Killorn,ALEX.KILLORN,8473986,1989-09-14,24.0,C,F,L,T.B,20132014,R,82.0,1182.95,14.43,29.33,12.0,7.0,12.0,31.0,146.0,200.0,256.0
5684,Alex Ovechkin,ALEX.OVECHKIN,8471214,1985-09-17,27.0,L,F,R,WSH,20132014,R,78.0,1175.78,15.07,30.22,23.0,8.0,2.0,33.0,235.0,347.0,479.0
5685,Alex Petrovic,ALEX.PETROVIC,8475755,1992-03-03,21.0,D,D,R,FLA,20132014,R,7.0,81.22,11.6,22.95,0.0,0.0,0.0,0.0,4.0,7.0,11.0
5686,Alex Pietrangelo,ALEX.PIETRANGELO,8474565,1990-01-18,23.0,D,D,R,STL,20132014,R,81.0,1524.35,18.82,38.51,6.0,13.0,11.0,30.0,119.0,199.0,315.0
5687,Alex Semin,ALEX.SEMIN,8470120,1984-03-03,29.0,R,F,R,CAR,20132014,R,65.0,1008.38,15.51,31.23,13.0,10.0,4.0,27.0,154.0,249.0,346.0
5688,Alex Steen,ALEX.STEEN,8470257,1984-03-01,29.0,C/L,F,L,STL,20132014,R,68.0,997.02,14.66,30.01,23.0,8.0,7.0,38.0,140.0,213.0,286.0
5689,Alex Sulzer,ALEX.SULZER,8470685,1984-05-30,29.0,D,D,L,BUF,20132014,R,25.0,386.88,15.48,32.27,0.0,0.0,0.0,0.0,17.0,31.0,43.0
5690,Alex Tanguay,ALEX.TANGUAY,8467338,1979-11-21,33.0,L,F,L,COL,20132014,R,16.0,211.98,13.25,27.68,3.0,1.0,4.0,8.0,19.0,21.0,26.0
5691,Alex Urbom,ALEX.URBOM,8475248,1990-12-20,22.0,D,D,L,WSH,20132014,R,20.0,252.68,12.63,25.88,1.0,0.0,0.0,1.0,15.0,24.0,33.0
5692,Alexei Emelin,ALEXEI.EMELIN,8471296,1986-04-25,27.0,D,D,L,MTL,20132014,R,59.0,988.48,16.75,34.57,2.0,2.0,9.0,13.0,52.0,82.0,120.0
5693,Alexey Marchenko,ALEXEY.MARCHENKO,8476289,1992-01-02,21.0,D,D,R,DET,20132014,R,1.0,12.4,12.4,27.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5694,Anders Lee,ANDERS.LEE,8475314,1990-07-03,23.0,C,F,L,NYI,20132014,R,22.0,280.12,12.73,25.78,6.0,2.0,2.0,10.0,53.0,69.0,78.0
5695,Andre Benoit,ANDRE.BENOIT,8470378,1984-01-06,29.0,D,D,L,COL,20132014,R,79.0,1243.95,15.75,31.69,6.0,5.0,4.0,15.0,76.0,105.0,171.0
5696,Andrei Loktionov,ANDREI.LOKTIONOV,8474681,1990-05-30,23.0,C,F,L,CAR,20132014,R,20.0,245.32,12.27,24.3,1.0,3.0,0.0,4.0,25.0,35.0,46.0
5697,Andrei Loktionov,ANDREI.LOKTIONOV,8474681,1990-05-30,23.0,C,F,L,N.J,20132014,R,48.0,535.52,11.16,22.63,4.0,6.0,2.0,12.0,40.0,66.0,87.0
5698,Andrei Markov,ANDREI.MARKOV,8467496,1978-12-20,34.0,D,D,L,MTL,20132014,R,81.0,1450.0,17.9,37.07,4.0,12.0,3.0,19.0,83.0,116.0,172.0
5699,Andrej Meszaros,ANDREJ.MESZAROS,8471236,1985-10-13,27.0,D,D,L,BOS,20132014,R,14.0,233.45,16.68,32.36,1.0,1.0,2.0,4.0,19.0,19.0,34.0
5700,Andrej Meszaros,ANDREJ.MESZAROS,8471236,1985-10-13,27.0,D,D,L,PHI,20132014,R,38.0,581.9,15.31,32.82,5.0,6.0,5.0,16.0,54.0,81.0,127.0
5701,Andrej Sekera,ANDREJ.SEKERA,8471284,1986-06-08,27.0,D,D,L,CAR,20132014,R,74.0,1336.83,18.07,36.44,6.0,6.0,13.0,25.0,99.0,145.0,219.0
5702,Andrej Sustr,ANDREJ.SUSTR,8477205,1990-11-29,22.0,D,D,R,T.B,20132014,R,43.0,612.98,14.26,29.2,1.0,0.0,3.0,4.0,39.0,50.0,73.0
5703,Andrew Alberts,ANDREW.ALBERTS,8469626,1981-06-30,32.0,D,D,L,VAN,20132014,R,10.0,70.12,7.01,13.65,0.0,0.0,0.0,0.0,5.0,7.0,13.0
5704,Andrew Campbell,ANDREW.CAMPBELL,8474638,1988-02-04,25.0,D,D,L,L.A,20132014,R,3.0,36.67,12.22,22.23,0.0,0.0,0.0,0.0,4.0,5.0,7.0
5705,Andrew Cogliano,ANDREW.COGLIANO,8471699,1987-06-14,26.0,C,F,L,ANA,20132014,R,82.0,1081.57,13.19,27.11,15.0,9.0,8.0,32.0,138.0,190.0,233.0
5706,Andrew Desjardins,ANDREW.DESJARDINS,8471956,1986-07-27,27.0,C,F,L,S.J,20132014,R,81.0,789.02,9.74,19.46,3.0,5.0,9.0,17.0,87.0,113.0,149.0
5707,Andrew Ebbett,ANDREW.EBBETT,8473682,1983-01-02,30.0,C,F,L,PIT,20132014,R,9.0,90.45,10.05,19.55,0.0,1.0,0.0,1.0,8.0,12.0,16.0
5708,Andrew Ference,ANDREW.FERENCE,8466333,1979-03-17,34.0,D,D,L,EDM,20132014,R,71.0,1253.68,17.66,36.25,3.0,4.0,9.0,16.0,75.0,96.0,141.0
5709,Andrew Ladd,ANDREW.LADD,8471217,1985-12-12,27.0,L,F,L,WPG,20132014,R,78.0,1134.5,14.54,29.42,19.0,10.0,10.0,39.0,152.0,211.0,274.0
5710,Andrew MacDonald,ANDREW.MACDONALD,8473584,1986-09-07,27.0,D,D,L,NYI,20132014,R,63.0,1195.43,18.98,38.26,2.0,2.0,7.0,11.0,39.0,76.0,121.0
5711,Andrew MacDonald,ANDREW.MACDONALD,8473584,1986-09-07,27.0,D,D,L,PHI,20132014,R,19.0,361.88,19.05,38.96,0.0,1.0,3.0,4.0,17.0,22.0,44.0
5712,Andrew Shaw,ANDREW.SHAW,8476381,1991-07-20,22.0,C,F,R,CHI,20132014,R,80.0,1006.9,12.59,25.02,14.0,5.0,9.0,28.0,122.0,154.0,198.0
5713,Andy Greene,ANDY.GREENE,8472382,1982-10-30,30.0,D,D,L,N.J,20132014,R,82.0,1499.87,18.29,36.77,5.0,3.0,8.0,16.0,97.0,166.0,250.0
5714,Andy Miele,ANDY.MIELE,8476206,1988-04-15,25.0,C,F,L,ARI,20132014,R,7.0,62.75,8.96,17.96,0.0,0.0,2.0,2.0,6.0,7.0,10.0
5715,Anthony Peluso,ANTHONY.PELUSO,8474061,1989-04-18,24.0,R,F,R,WPG,20132014,R,53.0,301.95,5.7,11.42,1.0,2.0,1.0,4.0,23.0,29.0,30.0
5716,Antoine Roussel,ANTOINE.ROUSSEL,8474849,1989-11-21,23.0,L,F,L,DAL,20132014,R,81.0,918.58,11.34,23.14,12.0,7.0,6.0,25.0,106.0,157.0,201.0
5717,Antoine Vermette,ANTOINE.VERMETTE,8468535,1982-07-20,31.0,C,F,L,ARI,20132014,R,82.0,1156.82,14.11,28.44,13.0,11.0,4.0,28.0,113.0,148.0,181.0
5718,Anton Belov,ANTON.BELOV,8477289,1986-07-29,27.0,D,D,L,EDM,20132014,R,57.0,837.05,14.69,30.22,1.0,1.0,3.0,5.0,38.0,57.0,97.0
5719,Anton Lander,ANTON.LANDER,8475165,1991-04-24,22.0,C,F,L,EDM,20132014,R,27.0,283.95,10.52,21.61,0.0,0.0,0.0,0.0,16.0,24.0,32.0
5720,Anton Stralman,ANTON.STRALMAN,8471873,1986-08-01,27.0,D,D,R,NYR,20132014,R,81.0,1405.22,17.35,34.9,1.0,4.0,8.0,13.0,97.0,121.0,186.0
5721,Anton Volchenkov,ANTON.VOLCHENKOV,8468501,1982-02-25,31.0,D,D,L,N.J,20132014,R,56.0,714.22,12.75,25.79,0.0,5.0,1.0,6.0,41.0,73.0,111.0
5722,Anze Kopitar,ANZE.KOPITAR,8471685,1987-08-24,26.0,C,F,L,L.A,20132014,R,82.0,1231.72,15.02,31.1,19.0,14.0,8.0,41.0,148.0,192.0,244.0
5723,Arron Asham,ARRON.ASHAM,8465025,1978-04-13,35.0,R,F,R,NYR,20132014,R,6.0,44.35,7.39,14.53,0.0,0.0,0.0,0.0,1.0,1.0,2.0
