,player,player_upper,api_id,birthday,season_age,position,position_type,shoots,team,season,session,gp,toi,toi_gp,toi_perc,g,a1,a2,points,isf,iff,icf
7672,Brad Hunt,BRAD.HUNT,8476779,1988-08-24,27.0,D,D,L,EDM,20152016,R,7.0,99.25,14.18,22.94,0.0,0.0,0.0,0.0,12.0,16.0,26.0
7673,Brad Malone,BRAD.MALONE,8474089,1989-05-20,26.0,C,F,L,CAR,20152016,R,57.0,544.08,9.55,15.61,2.0,3.0,1.0,6.0,31.0,53.0,74.0
7674,Brad Marchand,BRAD.MARCHAND,8473419,1988-05-11,27.0,C,F,L,BOS,20152016,R,77.0,1432.22,18.6,30.61,37.0,15.0,9.0,61.0,250.0,321.0,395.0
7675,Brad Richards,BRAD.RICHARDS,8467389,1980-05-02,35.0,C,F,L,DET,20152016,R,68.0,1006.02,14.79,24.3,10.0,14.0,4.0,28.0,164.0,220.0,307.0
7676,Brad Richardson,BRAD.RICHARDSON,8470755,1985-02-04,30.0,R,F,L,ARI,20152016,R,82.0,1280.97,15.62,25.85,11.0,12.0,8.0,31.0,117.0,156.0,210.0
7677,Brad Stuart,BRAD.STUART,8467331,1979-11-06,35.0,D,D,L,COL,20152016,R,6.0,84.0,14.0,23.33,0.0,0.0,0.0,0.0,0.0,3.0,4.0
7678,Brady Skjei,BRADY.SKJEI,8476869,1994-03-26,21.0,D,D,L,NYR,20152016,R,7.0,124.13,17.73,29.56,0.0,0.0,0.0,0.0,6.0,9.0,17.0
7679,Brandon Bollig,BRANDON.BOLLIG,8475650,1987-01-31,28.0,L,F,L,CGY,20152016,R,54.0,501.65,9.29,15.35,2.0,0.0,2.0,4.0,56.0,79.0,95.0
7680,Brandon Davidson,BRANDON.DAVIDSON,8475869,1991-08-21,24.0,D,D,L,EDM,20152016,R,51.0,979.02,19.2,31.54,4.0,2.0,5.0,11.0,63.0,102.0,166.0
7681,Brandon Dubinsky,BRANDON.DUBINSKY,8471273,1986-04-29,29.0,C,F,L,CBJ,20152016,R,75.0,1407.23,18.76,30.82,17.0,22.0,9.0,48.0,158.0,207.0,288.0
7682,Brandon Gormley,BRANDON.GORMLEY,8475759,1992-02-18,23.0,D,D,L,COL,20152016,R,26.0,316.57,12.18,20.12,0.0,0.0,1.0,1.0,11.0,21.0,32.0
7683,Brandon Manning,BRANDON.MANNING,8475430,1990-06-04,25.0,D,D,L,PHI,20152016,R,56.0,925.55,16.53,27.11,1.0,2.0,4.0,7.0,67.0,95.0,149.0
7684,Brandon Mashinter,BRANDON.MASHINTER,8474850,1988-09-20,26.0,L,F,L,CHI,20152016,R,41.0,307.18,7.49,12.34,4.0,0.0,1.0,5.0,25.0,32.0,40.0
7685,Brandon Pirri,BRANDON.PIRRI,8475204,1991-04-10,24.0,C,F,L,ANA,20152016,R,9.0,114.58,12.73,20.93,3.0,2.0,0.0,5.0,17.0,24.0,36.0
7686,Brandon Pirri,BRANDON.PIRRI,8475204,1991-04-10,24.0,C,F,L,FLA,20152016,R,52.0,770.92,14.83,24.38,11.0,8.0,5.0,24.0,111.0,168.0,235.0
7687,Brandon Prust,BRANDON.PRUST,8471283,1984-03-16,31.0,L,F,L,VAN,20152016,R,35.0,447.45,12.78,20.73,1.0,4.0,2.0,7.0,19.0,30.0,37.0
7688,Brandon Saad,BRANDON.SAAD,8476438,1992-10-27,22.0,L,F,L,CBJ,20152016,R,78.0,1343.03,17.22,28.3,31.0,11.0,11.0,53.0,233.0,312.0,396.0
7689,Brandon Sutter,BRANDON.SUTTER,8474091,1989-02-14,26.0,C,F,R,VAN,20152016,R,20.0,359.53,17.98,29.36,5.0,0.0,4.0,9.0,45.0,61.0,71.0
7690,Brandon Tanev,BRANDON.TANEV,8479293,1991-12-31,23.0,L,F,L,WPG,20152016,R,3.0,36.13,12.04,19.21,0.0,0.0,0.0,0.0,4.0,6.0,11.0
7691,Brayden McNabb,BRAYDEN.MCNABB,8475188,1991-01-21,24.0,D,D,L,L.A,20152016,R,81.0,1524.02,18.82,30.95,2.0,6.0,6.0,14.0,91.0,145.0,227.0
7692,Brayden Schenn,BRAYDEN.SCHENN,8475170,1991-08-22,24.0,C,F,L,PHI,20152016,R,80.0,1351.52,16.89,27.64,26.0,19.0,14.0,59.0,178.0,250.0,323.0
7693,Braydon Coburn,BRAYDON.COBURN,8470601,1985-02-27,30.0,D,D,L,T.B,20152016,R,80.0,1340.18,16.75,27.65,1.0,4.0,5.0,10.0,92.0,136.0,191.0
7694,Brendan Gallagher,BRENDAN.GALLAGHER,8475848,1992-05-06,23.0,R,F,R,MTL,20152016,R,53.0,878.53,16.58,27.32,19.0,12.0,9.0,40.0,173.0,215.0,275.0
7695,Brendan Gaunce,BRENDAN.GAUNCE,8476867,1994-03-25,21.0,C,F,L,VAN,20152016,R,20.0,255.17,12.76,21.02,1.0,0.0,0.0,1.0,34.0,43.0,52.0
7696,Brendan Leipsic,BRENDAN.LEIPSIC,8476894,1994-05-19,21.0,L,F,L,TOR,20152016,R,6.0,85.43,14.24,23.73,1.0,2.0,0.0,3.0,11.0,15.0,19.0
7697,Brendan Smith,BRENDAN.SMITH,8474090,1989-02-08,26.0,D,D,L,DET,20152016,R,63.0,1109.0,17.6,28.83,3.0,6.0,6.0,15.0,82.0,115.0,172.0
7698,Brendan Woods,BRENDAN.WOODS,8476944,1992-06-11,23.0,L,F,L,CAR,20152016,R,5.0,43.53,8.71,13.98,0.0,0.0,0.0,0.0,5.0,5.0,5.0
7699,Brenden Dillon,BRENDEN.DILLON,8475455,1990-11-13,24.0,D,D,L,S.J,20152016,R,76.0,1268.28,16.69,27.54,2.0,5.0,4.0,11.0,93.0,133.0,212.0
7700,Brent Burns,BRENT.BURNS,8470613,1985-03-09,30.0,D,D,R,S.J,20152016,R,82.0,2120.85,25.86,42.62,27.0,25.0,23.0,75.0,353.0,498.0,750.0
7701,Brent Regner,BRENT.REGNER,8474698,1989-05-17,26.0,D,D,R,FLA,20152016,R,7.0,81.08,11.58,18.79,0.0,0.0,0.0,0.0,7.0,8.0,10.0
7702,Brent Seabrook,BRENT.SEABROOK,8470607,1985-04-20,30.0,D,D,R,CHI,20152016,R,81.0,1847.87,22.81,37.61,14.0,15.0,20.0,49.0,167.0,227.0,361.0
7703,Brett Bulmer,BRETT.BULMER,8475757,1992-04-26,23.0,R,F,R,MIN,20152016,R,3.0,20.15,6.72,11.19,0.0,0.0,0.0,0.0,2.0,2.0,2.0
7704,Brett Connolly,BRETT.CONNOLLY,8475792,1992-05-02,23.0,R,F,R,BOS,20152016,R,71.0,920.23,12.96,21.38,9.0,10.0,6.0,25.0,95.0,137.0,171.0
7705,Brett Kulak,BRETT.KULAK,8476967,1994-01-06,21.0,D,D,L,CGY,20152016,R,8.0,98.77,12.35,20.45,0.0,0.0,0.0,0.0,9.0,12.0,18.0
7706,Brett Lernout,BRETT.LERNOUT,8478004,1995-09-24,19.0,D,D,R,MTL,20152016,R,1.0,6.5,6.5,10.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7707,Brett Pesce,BRETT.PESCE,8477488,1994-11-15,20.0,D,D,R,CAR,20152016,R,69.0,1294.77,18.76,30.72,4.0,4.0,8.0,16.0,85.0,129.0,180.0
7708,Brett Ritchie,BRETT.RITCHIE,8476439,1993-07-01,22.0,R,F,R,DAL,20152016,R,8.0,92.82,11.6,19.25,0.0,0.0,1.0,1.0,15.0,20.0,25.0
7709,Brian Boyle,BRIAN.BOYLE,8470619,1984-12-18,30.0,C,F,L,T.B,20152016,R,76.0,981.18,12.91,21.3,13.0,4.0,3.0,20.0,117.0,160.0,199.0
7710,Brian Campbell,BRIAN.CAMPBELL,8466285,1979-05-23,36.0,D,D,L,FLA,20152016,R,82.0,1826.78,22.28,36.64,6.0,12.0,13.0,31.0,99.0,143.0,199.0
7711,Brian Dumoulin,BRIAN.DUMOULIN,8475208,1991-09-06,24.0,D,D,L,PIT,20152016,R,79.0,1491.97,18.89,31.11,0.0,8.0,8.0,16.0,101.0,139.0,207.0
7712,Brian Flynn,BRIAN.FLYNN,8476808,1988-07-26,27.0,C,F,R,MTL,20152016,R,56.0,657.05,11.73,19.36,4.0,3.0,3.0,10.0,73.0,92.0,108.0
7713,Brian Gionta,BRIAN.GIONTA,8467407,1979-01-18,36.0,R,F,R,BUF,20152016,R,79.0,1400.87,17.73,29.12,12.0,15.0,6.0,33.0,169.0,220.0,275.0
7714,Brian O'Neill,BRIAN.O'NEILL,8476772,1988-06-01,27.0,C,F,L,N.J,20152016,R,22.0,227.95,10.36,16.9,0.0,1.0,1.0,2.0,14.0,18.0,24.0
7715,Brian Strait,BRIAN.STRAIT,8473565,1988-01-04,27.0,D,D,L,NYI,20152016,R,52.0,802.58,15.43,25.23,1.0,1.0,4.0,6.0,43.0,69.0,110.0
7716,Brock McGinn,BROCK.MCGINN,8476934,1994-02-02,21.0,L,F,L,CAR,20152016,R,21.0,234.87,11.18,18.35,3.0,0.0,1.0,4.0,25.0,32.0,35.0
7717,Brock Nelson,BROCK.NELSON,8475754,1991-10-15,23.0,C,F,L,NYI,20152016,R,81.0,1280.07,15.8,25.91,26.0,7.0,7.0,40.0,165.0,214.0,293.0
7718,Brody Sutter,BRODY.SUTTER,8475980,1991-09-26,23.0,C,F,R,CAR,20152016,R,8.0,71.73,8.97,14.45,0.0,0.0,0.0,0.0,7.0,9.0,9.0
7719,Brooks Laich,BROOKS.LAICH,8469639,1983-06-23,32.0,C,F,L,TOR,20152016,R,21.0,293.5,13.98,23.05,1.0,3.0,3.0,7.0,35.0,41.0,54.0
7720,Brooks Laich,BROOKS.LAICH,8469639,1983-06-23,32.0,C,F,L,WSH,20152016,R,60.0,632.73,10.55,17.4,1.0,3.0,3.0,7.0,66.0,87.0,104.0
7721,Brooks Orpik,BROOKS.ORPIK,8468498,1980-09-26,34.0,D,D,L,WSH,20152016,R,41.0,812.23,19.81,32.51,3.0,2.0,5.0,10.0,31.0,45.0,81.0
7722,Bryan Bickell,BRYAN.BICKELL,8471254,1986-03-09,29.0,L,F,L,CHI,20152016,R,25.0,244.7,9.79,16.11,0.0,1.0,1.0,2.0,21.0,32.0,44.0
7723,Bryan Lerg,BRYAN.LERG,8474516,1986-01-20,29.0,L,F,L,S.J,20152016,R,6.0,53.25,8.88,14.79,0.0,0.0,0.0,0.0,4.0,5.0,7.0
7724,Bryan Little,BRYAN.LITTLE,8473412,1987-11-12,27.0,C,F,R,WPG,20152016,R,57.0,1116.55,19.59,32.35,17.0,14.0,11.0,42.0,127.0,172.0,216.0
7725,Bryan Rust,BRYAN.RUST,8475810,1992-05-11,23.0,R,F,R,PIT,20152016,R,41.0,512.4,12.5,20.55,4.0,4.0,3.0,11.0,68.0,96.0,114.0
7726,Bud Holloway,BUD.HOLLOWAY,8473431,1988-03-01,27.0,C,F,R,MTL,20152016,R,1.0,7.32,7.32,11.26,0.0,0.0,0.0,0.0,1.0,1.0,1.0
7727,Buddy Robinson,BUDDY.ROBINSON,8477210,1991-09-30,23.0,R,F,R,OTT,20152016,R,3.0,25.8,8.6,14.33,1.0,0.0,1.0,2.0,5.0,5.0,7.0
7728,Byron Froese,BYRON.FROESE,8475278,1991-03-12,24.0,C,F,R,TOR,20152016,R,56.0,707.07,12.63,20.73,2.0,3.0,0.0,5.0,64.0,93.0,118.0
7729,Cal Clutterbuck,CAL.CLUTTERBUCK,8473504,1987-11-18,27.0,R,F,R,NYI,20152016,R,77.0,917.38,11.91,19.53,15.0,4.0,4.0,23.0,80.0,109.0,151.0
7730,Cal O'Reilly,CAL.O'REILLY,8471811,1986-09-30,28.0,C,F,L,BUF,20152016,R,20.0,223.6,11.18,18.22,3.0,2.0,2.0,7.0,10.0,13.0,14.0
7731,Calle Jarnkrok,CALLE.JARNKROK,8475714,1991-09-25,23.0,C,F,R,NSH,20152016,R,81.0,1306.97,16.14,26.57,16.0,6.0,8.0,30.0,125.0,161.0,193.0
7732,Calvin De Haan,CALVIN.DE HAAN,8475177,1991-05-09,24.0,D,D,L,NYI,20152016,R,72.0,1485.57,20.63,33.85,2.0,7.0,7.0,16.0,102.0,145.0,213.0
7733,Cam Atkinson,CAM.ATKINSON,8474715,1989-06-05,26.0,R,F,R,CBJ,20152016,R,81.0,1441.65,17.8,29.27,27.0,19.0,7.0,53.0,226.0,305.0,371.0
7734,Cam Fowler,CAM.FOWLER,8475764,1991-12-05,23.0,D,D,L,ANA,20152016,R,69.0,1571.87,22.78,37.54,5.0,11.0,12.0,28.0,113.0,158.0,251.0
7735,Carl Gunnarsson,CARL.GUNNARSSON,8474125,1986-11-09,28.0,D,D,L,STL,20152016,R,72.0,1251.33,17.38,28.42,3.0,2.0,4.0,9.0,51.0,76.0,116.0
7736,Carl Hagelin,CARL.HAGELIN,8474176,1988-08-23,27.0,L,F,L,ANA,20152016,R,43.0,645.1,15.0,24.74,4.0,2.0,6.0,12.0,82.0,119.0,145.0
7737,Carl Hagelin,CARL.HAGELIN,8474176,1988-08-23,27.0,L,F,L,PIT,20152016,R,37.0,611.45,16.53,27.18,10.0,13.0,4.0,27.0,96.0,117.0,152.0
7738,Carl Soderberg,CARL.SODERBERG,8471262,1985-10-12,29.0,C,F,L,COL,20152016,R,82.0,1477.23,18.02,29.79,12.0,27.0,12.0,51.0,163.0,217.0,267.0
7739,Carlo Colaiacovo,CARLO.COLAIACOVO,8469470,1983-01-27,32.0,D,D,L,BUF,20152016,R,36.0,521.02,14.47,23.68,1.0,2.0,2.0,5.0,29.0,43.0,59.0
7740,Casey Cizikas,CASEY.CIZIKAS,8475231,1991-02-27,24.0,C,F,L,NYI,20152016,R,80.0,1014.4,12.68,20.77,8.0,12.0,9.0,29.0,84.0,118.0,150.0
7741,Casey Nelson,CASEY.NELSON,8479268,1992-07-18,23.0,D,D,R,BUF,20152016,R,7.0,103.75,14.82,24.25,0.0,1.0,3.0,4.0,5.0,7.0,14.0
7742,Cedric Paquette,CEDRIC.PAQUETTE,8476975,1993-08-13,22.0,C,F,L,T.B,20152016,R,56.0,713.4,12.74,21.0,6.0,2.0,3.0,11.0,50.0,75.0,100.0
7743,Chad Ruhwedel,CHAD.RUHWEDEL,8477244,1990-05-07,25.0,D,D,R,BUF,20152016,R,1.0,15.5,15.5,25.83,0.0,0.0,0.0,0.0,1.0,1.0,2.0
7744,Chandler Stephenson,CHANDLER.STEPHENSON,8476905,1994-04-22,21.0,C,F,L,WSH,20152016,R,9.0,70.72,7.86,13.01,0.0,0.0,0.0,0.0,2.0,3.0,4.0
7745,Charles Hudon,CHARLES.HUDON,8476948,1994-06-23,21.0,L,F,L,MTL,20152016,R,3.0,32.08,10.69,17.82,0.0,1.0,1.0,2.0,3.0,7.0,7.0
7746,Charlie Coyle,CHARLIE.COYLE,8475745,1992-03-02,23.0,C,F,R,MIN,20152016,R,82.0,1419.2,17.31,28.51,21.0,11.0,10.0,42.0,140.0,187.0,233.0
7747,Chase De Leo,CHASE.DE LEO,8478029,1995-10-25,19.0,C,F,L,WPG,20152016,R,2.0,18.83,9.42,15.19,0.0,0.0,0.0,0.0,2.0,2.0,2.0
7748,Chris Bigras,CHRIS.BIGRAS,8477453,1995-02-22,20.0,D,D,L,COL,20152016,R,31.0,413.6,13.34,21.99,1.0,0.0,2.0,3.0,21.0,35.0,47.0
7749,Chris Brown,CHRIS.BROWN,8475161,1991-02-03,24.0,R,F,R,WSH,20152016,R,1.0,7.68,7.68,12.81,0.0,0.0,0.0,0.0,1.0,1.0,2.0
7750,Chris Butler,CHRIS.BUTLER,8471761,1986-10-27,28.0,D,D,L,STL,20152016,R,5.0,57.5,11.5,18.55,0.0,0.0,0.0,0.0,4.0,5.0,7.0
7751,Chris Higgins,CHRIS.HIGGINS,8470274,1983-06-02,32.0,L,F,L,VAN,20152016,R,33.0,454.68,13.78,22.56,3.0,1.0,0.0,4.0,51.0,69.0,86.0
7752,Chris Kelly,CHRIS.KELLY,8467967,1980-11-11,34.0,C,F,L,BOS,20152016,R,11.0,143.95,13.09,21.74,2.0,0.0,0.0,2.0,8.0,11.0,14.0
7753,Chris Kreider,CHRIS.KREIDER,8475184,1991-04-30,24.0,C,F,L,NYR,20152016,R,79.0,1260.6,15.96,26.3,21.0,13.0,9.0,43.0,158.0,220.0,280.0
7754,Chris Kunitz,CHRIS.KUNITZ,8470543,1979-09-26,35.0,L,F,L,PIT,20152016,R,80.0,1345.97,16.82,27.67,17.0,15.0,8.0,40.0,150.0,212.0,279.0
7755,Chris Neil,CHRIS.NEIL,8467493,1979-06-18,36.0,R,F,R,OTT,20152016,R,80.0,743.85,9.3,15.23,5.0,4.0,4.0,13.0,70.0,106.0,134.0
7756,Chris Porter,CHRIS.PORTER,8470871,1984-05-29,31.0,L,F,L,MIN,20152016,R,61.0,587.82,9.64,15.88,4.0,1.0,2.0,7.0,45.0,65.0,86.0
7757,Chris Stewart,CHRIS.STEWART,8473485,1987-10-30,27.0,R,F,R,ANA,20152016,R,56.0,604.52,10.79,17.81,8.0,9.0,3.0,20.0,78.0,110.0,133.0
7758,Chris Summers,CHRIS.SUMMERS,8473589,1988-02-05,27.0,D,D,L,NYR,20152016,R,3.0,46.17,15.39,25.28,0.0,0.0,0.0,0.0,5.0,6.0,7.0
7759,Chris Tanev,CHRIS.TANEV,8475690,1989-12-20,25.0,D,D,R,VAN,20152016,R,69.0,1501.0,21.75,35.67,4.0,6.0,8.0,18.0,42.0,61.0,96.0
7760,Chris Terry,CHRIS.TERRY,8474052,1989-04-07,26.0,L,F,L,CAR,20152016,R,68.0,766.68,11.27,18.49,8.0,2.0,1.0,11.0,78.0,112.0,151.0
7761,Chris Thorburn,CHRIS.THORBURN,8469501,1983-06-03,32.0,R,F,R,WPG,20152016,R,82.0,829.95,10.12,16.69,6.0,4.0,2.0,12.0,70.0,93.0,114.0
7762,Chris Tierney,CHRIS.TIERNEY,8476919,1994-07-01,21.0,C,F,L,S.J,20152016,R,79.0,1042.18,13.19,21.73,7.0,10.0,3.0,20.0,96.0,126.0,144.0
7763,Chris Vandevelde,CHRIS.VANDEVELDE,8471762,1987-03-15,28.0,C,F,L,PHI,20152016,R,79.0,1070.6,13.55,22.18,2.0,5.0,7.0,14.0,77.0,109.0,128.0
7764,Chris Wagner,CHRIS.WAGNER,8475780,1991-05-27,24.0,R,F,R,ANA,20152016,R,17.0,179.58,10.56,17.41,0.0,1.0,1.0,2.0,28.0,34.0,44.0
7765,Chris Wagner,CHRIS.WAGNER,8475780,1991-05-27,24.0,R,F,R,COL,20152016,R,26.0,214.08,8.23,13.6,4.0,0.0,0.0,4.0,27.0,37.0,45.0
7766,Chris Wideman,CHRIS.WIDEMAN,8475227,1990-01-07,25.0,D,D,R,OTT,20152016,R,64.0,892.82,13.95,22.9,6.0,4.0,3.0,13.0,87.0,109.0,177.0
7767,Christian Ehrhoff,CHRISTIAN.EHRHOFF,8469555,1982-07-06,33.0,D,D,L,CHI,20152016,R,8.0,136.33,17.04,27.97,0.0,0.0,2.0,2.0,19.0,28.0,37.0
7768,Christian Ehrhoff,CHRISTIAN.EHRHOFF,8469555,1982-07-06,33.0,D,D,L,L.A,20152016,R,40.0,606.88,15.17,24.89,2.0,5.0,3.0,10.0,61.0,95.0,137.0
7769,Christian Folin,CHRISTIAN.FOLIN,8477850,1991-02-09,24.0,D,D,R,MIN,20152016,R,26.0,379.08,14.58,24.11,0.0,2.0,2.0,4.0,14.0,19.0,36.0
7770,Christian Thomas,CHRISTIAN.THOMAS,8475749,1992-05-26,23.0,L,F,R,ARI,20152016,R,1.0,10.58,10.58,17.64,0.0,0.0,0.0,0.0,3.0,3.0,3.0
7771,Christian Thomas,CHRISTIAN.THOMAS,8475749,1992-05-26,23.0,L,F,R,MTL,20152016,R,5.0,43.05,8.61,14.23,0.0,2.0,0.0,2.0,6.0,6.0,9.0
7772,Christoph Bertschy,CHRISTOPH.BERTSCHY,8477006,1994-04-05,21.0,C,F,R,MIN,20152016,R,3.0,20.83,6.94,11.33,0.0,0.0,0.0,0.0,3.0,4.0,4.0
7773,Clarke MacArthur,CLARKE.MACARTHUR,8470667,1985-04-06,30.0,L,F,L,OTT,20152016,R,4.0,43.43,10.86,17.73,0.0,0.0,0.0,0.0,4.0,5.0,8.0
7774,Claude Giroux,CLAUDE.GIROUX,8473512,1988-01-12,27.0,R,F,R,PHI,20152016,R,78.0,1602.62,20.55,33.58,22.0,25.0,20.0,67.0,241.0,309.0,419.0
7775,Clayton Stoner,CLAYTON.STONER,8470886,1985-02-19,30.0,D,D,L,ANA,20152016,R,50.0,768.02,15.36,25.28,1.0,1.0,4.0,6.0,32.0,48.0,71.0
7776,Cody Bass,CODY.BASS,8471760,1987-01-07,28.0,C,F,R,NSH,20152016,R,17.0,130.27,7.66,12.74,0.0,0.0,0.0,0.0,11.0,14.0,16.0
7777,Cody Ceci,CODY.CECI,8476879,1993-12-21,21.0,D,D,R,OTT,20152016,R,75.0,1447.52,19.3,31.65,10.0,8.0,8.0,26.0,116.0,160.0,232.0
7778,Cody Eakin,CODY.EAKIN,8475236,1991-05-24,24.0,C,F,L,DAL,20152016,R,82.0,1342.18,16.37,27.01,16.0,13.0,6.0,35.0,133.0,180.0,231.0
7779,Cody Franson,CODY.FRANSON,8471742,1987-08-08,28.0,D,D,R,BUF,20152016,R,59.0,993.4,16.84,27.74,4.0,6.0,7.0,17.0,92.0,126.0,189.0
7780,Cody Goloubef,CODY.GOLOUBEF,8474597,1989-11-30,25.0,D,D,R,CBJ,20152016,R,43.0,650.45,15.13,25.02,1.0,1.0,6.0,8.0,40.0,62.0,98.0
7781,Cody Hodgson,CODY.HODGSON,8474570,1990-02-18,25.0,C,F,R,NSH,20152016,R,39.0,418.58,10.73,17.66,3.0,4.0,1.0,8.0,65.0,95.0,122.0
7782,Cody McLeod,CODY.MCLEOD,8471657,1984-06-26,31.0,L,F,L,COL,20152016,R,82.0,864.23,10.54,17.43,8.0,2.0,3.0,13.0,73.0,93.0,107.0
7783,Cole Schneider,COLE.SCHNEIDER,8476766,1990-08-26,25.0,L,F,L,BUF,20152016,R,2.0,25.25,12.62,20.57,0.0,0.0,0.0,0.0,5.0,7.0,7.0
7784,Colin Greening,COLIN.GREENING,8471862,1986-03-09,29.0,C,F,L,OTT,20152016,R,1.0,4.0,4.0,6.61,0.0,0.0,0.0,0.0,2.0,2.0,2.0
7785,Colin Greening,COLIN.GREENING,8471862,1986-03-09,29.0,C,F,L,TOR,20152016,R,30.0,432.98,14.43,23.87,7.0,5.0,3.0,15.0,56.0,83.0,100.0
7786,Colin McDonald,COLIN.MCDONALD,8470644,1984-09-30,30.0,R,F,R,PHI,20152016,R,5.0,40.72,8.14,13.24,1.0,0.0,0.0,1.0,4.0,6.0,6.0
7787,Colin Miller,COLIN.MILLER,8476525,1992-10-29,22.0,D,D,R,BOS,20152016,R,42.0,663.38,15.79,25.89,3.0,6.0,7.0,16.0,59.0,88.0,140.0
7788,Colin Wilson,COLIN.WILSON,8474569,1989-10-20,25.0,C,F,L,NSH,20152016,R,64.0,925.22,14.46,23.74,6.0,10.0,8.0,24.0,108.0,148.0,184.0
7789,Colton Parayko,COLTON.PARAYKO,8476892,1993-05-12,22.0,D,D,R,STL,20152016,R,79.0,1531.57,19.39,31.77,9.0,14.0,10.0,33.0,165.0,239.0,350.0
7790,Colton Sceviour,COLTON.SCEVIOUR,8474098,1989-04-20,26.0,C,F,R,DAL,20152016,R,71.0,900.12,12.68,20.92,11.0,8.0,4.0,23.0,125.0,163.0,221.0
7791,Colton Sissons,COLTON.SISSONS,8476925,1993-11-05,21.0,C,F,R,NSH,20152016,R,34.0,338.62,9.96,16.41,4.0,0.0,2.0,6.0,25.0,34.0,44.0
7792,Connor Brickley,CONNOR.BRICKLEY,8475736,1992-02-25,23.0,L,F,L,FLA,20152016,R,23.0,200.68,8.73,14.37,1.0,4.0,0.0,5.0,13.0,17.0,18.0
7793,Connor Brown,CONNOR.BROWN,8477015,1994-01-14,21.0,R,F,R,TOR,20152016,R,7.0,104.8,14.97,24.91,1.0,3.0,2.0,6.0,11.0,14.0,20.0
7794,Connor Carrick,CONNOR.CARRICK,8476941,1994-04-13,21.0,D,D,R,TOR,20152016,R,16.0,264.78,16.55,27.28,2.0,1.0,1.0,4.0,19.0,33.0,52.0
7795,Connor Carrick,CONNOR.CARRICK,8476941,1994-04-13,21.0,D,D,R,WSH,20152016,R,3.0,30.35,10.12,16.86,0.0,0.0,0.0,0.0,2.0,4.0,7.0
7796,Connor McDavid,CONNOR.MCDAVID,8478402,1997-01-13,18.0,C,F,L,EDM,20152016,R,45.0,849.82,18.88,31.28,16.0,16.0,16.0,48.0,105.0,137.0,156.0
7797,Connor Murphy,CONNOR.MURPHY,8476473,1993-03-26,22.0,D,D,R,ARI,20152016,R,78.0,1599.75,20.51,33.92,6.0,4.0,7.0,17.0,101.0,152.0,244.0
7798,Conor Sheary,CONOR.SHEARY,8477839,1992-06-08,23.0,L,F,L,PIT,20152016,R,44.0,429.13,9.75,16.01,7.0,2.0,1.0,10.0,51.0,65.0,89.0
7799,Corban Knight,CORBAN.KNIGHT,8475260,1990-09-10,25.0,C,F,R,FLA,20152016,R,20.0,192.63,9.63,15.92,2.0,3.0,2.0,7.0,11.0,17.0,19.0
7800,Corey Perry,COREY.PERRY,8470621,1985-05-16,30.0,R,F,R,ANA,20152016,R,82.0,1452.03,17.71,29.17,34.0,22.0,6.0,62.0,215.0,305.0,384.0
7801,Corey Potter,COREY.POTTER,8470714,1984-01-05,31.0,D,D,R,NSH,20152016,R,1.0,14.73,14.73,24.56,0.0,0.0,0.0,0.0,0.0,1.0,1.0
7802,Craig Cunningham,CRAIG.CUNNINGHAM,8475414,1990-09-13,25.0,L,F,R,ARI,20152016,R,10.0,100.83,10.08,16.67,0.0,0.0,1.0,1.0,13.0,16.0,18.0
7803,Craig Smith,CRAIG.SMITH,8475225,1989-09-05,26.0,C,F,R,NSH,20152016,R,82.0,1245.15,15.18,25.0,21.0,14.0,2.0,37.0,199.0,274.0,347.0
7804,Curtis Lazar,CURTIS.LAZAR,8477508,1995-02-02,20.0,C,F,R,OTT,20152016,R,76.0,1053.27,13.86,22.71,6.0,10.0,4.0,20.0,78.0,111.0,141.0
7805,Curtis McKenzie,CURTIS.MCKENZIE,8475310,1991-02-22,24.0,L,F,L,DAL,20152016,R,3.0,26.4,8.8,14.57,0.0,0.0,0.0,0.0,3.0,4.0,5.0
7806,Dainius Zubrus,DAINIUS.ZUBRUS,8464977,1978-06-16,37.0,C,F,L,S.J,20152016,R,50.0,579.48,11.59,19.13,3.0,1.0,3.0,7.0,33.0,49.0,66.0
7807,Dale Weise,DALE.WEISE,8474668,1988-08-05,27.0,R,F,R,CHI,20152016,R,15.0,149.18,9.95,16.27,0.0,1.0,0.0,1.0,19.0,22.0,29.0
7808,Dale Weise,DALE.WEISE,8474668,1988-08-05,27.0,R,F,R,MTL,20152016,R,56.0,803.27,14.34,23.64,14.0,7.0,5.0,26.0,117.0,148.0,191.0
7809,Dalton Prout,DALTON.PROUT,8474774,1990-03-13,25.0,D,D,R,CBJ,20152016,R,64.0,1035.05,16.17,26.59,3.0,4.0,2.0,9.0,69.0,91.0,151.0
7810,Damon Severson,DAMON.SEVERSON,8476923,1994-08-07,21.0,D,D,R,N.J,20152016,R,72.0,1307.87,18.16,29.9,1.0,11.0,9.0,21.0,94.0,141.0,201.0
7811,Dan Boyle,DAN.BOYLE,8467096,1976-07-12,39.0,D,D,R,NYR,20152016,R,74.0,1392.27,18.81,30.98,10.0,7.0,7.0,24.0,95.0,137.0,192.0
7812,Dan Girardi,DAN.GIRARDI,8471958,1984-04-29,31.0,D,D,R,NYR,20152016,R,74.0,1503.73,20.32,33.48,2.0,6.0,9.0,17.0,77.0,106.0,149.0
